year	address.country_code	num_entries	corpus
2006	id	116	springer
2007	id	131	springer
2008	id	140	springer
2009	id	166	springer
2010	id	192	springer
2011	id	240	springer
2012	id	282	springer
2013	id	402	springer
2014	id	386	springer
2015	id	452	springer
2016	id	440	springer
2017	id	518	springer
2018	id	669	springer
2019	id	895	springer
2020	id	1224	springer
2005	ie	614	springer
2006	ie	664	springer
2007	ie	804	springer
2008	ie	1025	springer
2009	ie	1011	springer
2010	ie	1185	springer
2011	ie	1320	springer
2012	ie	1287	springer
2013	ie	1363	springer
2014	ie	1382	springer
2015	ie	1530	springer
2016	ie	1601	springer
2017	ie	1784	springer
2018	ie	1942	springer
2019	ie	1919	springer
2020	ie	2549	springer
2005	il	1455	springer
2006	il	1543	springer
2007	il	1593	springer
2008	il	1671	springer
2009	il	1661	springer
2010	il	1832	springer
2011	il	1912	springer
2012	il	1968	springer
2013	il	2097	springer
2014	il	2332	springer
2015	il	2550	springer
2016	il	2642	springer
2017	il	2730	springer
2018	il	2959	springer
2019	il	3116	springer
2020	il	3770	springer
2005	im	1	springer
2006	im	0	springer
2007	im	0	springer
2008	im	0	springer
2009	im	0	springer
2010	im	0	springer
2011	im	0	springer
2012	im	1	springer
2013	im	0	springer
2014	im	0	springer
2015	im	1	springer
2016	im	1	springer
2017	im	1	springer
2018	im	2	springer
2019	im	1	springer
2020	im	2	springer
2005	in	3878	springer
2006	in	4322	springer
2007	in	5119	springer
2008	in	6492	springer
2009	in	6825	springer
2010	in	8327	springer
2011	in	9944	springer
2012	in	12087	springer
2013	in	13463	springer
2014	in	14908	springer
2015	in	15786	springer
2016	in	16330	springer
2017	in	18292	springer
2018	in	19778	springer
2019	in	23512	springer
2020	in	31109	springer
2005	io	0	springer
2006	io	0	springer
2007	io	0	springer
2008	io	0	springer
2009	io	0	springer
2010	io	0	springer
2011	io	0	springer
2012	io	0	springer
2013	io	0	springer
2014	io	0	springer
2015	io	0	springer
2016	io	1	springer
2017	io	0	springer
2018	io	0	springer
2019	io	0	springer
2020	io	0	springer
2005	iq	7	springer
2006	iq	23	springer
2007	iq	17	springer
2008	iq	25	springer
2009	iq	38	springer
2010	iq	43	springer
2011	iq	69	springer
2012	iq	127	springer
2013	iq	209	springer
2014	iq	257	springer
2015	iq	286	springer
2016	iq	308	springer
2017	iq	380	springer
2018	iq	474	springer
2019	iq	679	springer
2020	iq	987	springer
2005	ir	631	springer
2006	ir	864	springer
2007	ir	1076	springer
2008	ir	1678	springer
2009	ir	1969	springer
2010	ir	2636	springer
2011	ir	3400	springer
2012	ir	4751	springer
2013	ir	5640	springer
2014	ir	6244	springer
2015	ir	6831	springer
2016	ir	7537	springer
2017	ir	8397	springer
2018	ir	9145	springer
2019	ir	11081	springer
2020	ir	14223	springer
2005	is	67	springer
2006	is	77	springer
2007	is	91	springer
2008	is	102	springer
2009	is	109	springer
2010	is	130	springer
2011	is	139	springer
2012	is	155	springer
2013	is	153	springer
2014	is	145	springer
2015	is	169	springer
2016	is	234	springer
2017	is	223	springer
2018	is	226	springer
2019	is	262	springer
2020	is	277	springer
2005	it	5683	springer
2006	it	6603	springer
2007	it	7205	springer
2008	it	8537	springer
2009	it	8248	springer
2010	it	8999	springer
2011	it	10173	springer
2012	it	10757	springer
2013	it	12448	springer
2014	it	12835	springer
2015	it	13544	springer
2016	it	13633	springer
2017	it	14526	springer
2018	it	14942	springer
2019	it	15293	springer
2020	it	20060	springer
2005	je	0	springer
2006	je	0	springer
2007	je	0	springer
2008	je	0	springer
2009	je	1	springer
2010	je	0	springer
2011	je	0	springer
2012	je	1	springer
2013	je	0	springer
2014	je	0	springer
2015	je	0	springer
2016	je	1	springer
2017	je	2	springer
2018	je	1	springer
2019	je	1	springer
2020	je	1	springer
2005	jm	29	springer
2006	jm	12	springer
2007	jm	21	springer
2008	jm	35	springer
2009	jm	29	springer
2010	jm	27	springer
2011	jm	42	springer
2012	jm	21	springer
2013	jm	29	springer
2014	jm	36	springer
2015	jm	34	springer
2016	jm	32	springer
2017	jm	37	springer
2018	jm	39	springer
2019	jm	43	springer
2020	jm	50	springer
2005	jo	95	springer
2006	jo	127	springer
2007	jo	143	springer
2008	jo	171	springer
2009	jo	179	springer
2010	jo	168	springer
2011	jo	202	springer
2012	jo	227	springer
2013	jo	253	springer
2014	jo	246	springer
2015	jo	262	springer
2016	jo	293	springer
2017	jo	395	springer
2018	jo	451	springer
2019	jo	485	springer
2020	jo	718	springer
2005	jp	9559	springer
2006	jp	10184	springer
2007	jp	10171	springer
2008	jp	11035	springer
2009	jp	10708	springer
2010	jp	10850	springer
2011	jp	12808	springer
2012	jp	13081	springer
2013	jp	14112	springer
2014	jp	13907	springer
2015	jp	14554	springer
2016	jp	15504	springer
2017	jp	16047	springer
2018	jp	15907	springer
2019	jp	16737	springer
2020	jp	20112	springer
2005	ke	113	springer
2006	ke	144	springer
2007	ke	146	springer
2008	ke	176	springer
2009	ke	204	springer
2010	ke	275	springer
2011	ke	339	springer
2012	ke	348	springer
2013	ke	369	springer
2014	ke	487	springer
2015	ke	540	springer
2016	ke	568	springer
2017	ke	603	springer
2018	ke	642	springer
2019	ke	670	springer
2020	ke	861	springer
2005	kg	18	springer
2006	kg	25	springer
2007	kg	24	springer
2008	kg	16	springer
2009	kg	15	springer
2010	kg	28	springer
2011	kg	22	springer
2012	kg	29	springer
2013	kg	33	springer
2014	kg	31	springer
2015	kg	28	springer
2016	kg	39	springer
2017	kg	37	springer
2018	kg	50	springer
2019	kg	63	springer
2020	kg	79	springer
2005	kh	11	springer
2006	kh	13	springer
2007	kh	11	springer
2008	kh	20	springer
2009	kh	34	springer
2010	kh	24	springer
2011	kh	51	springer
2012	kh	41	springer
2013	kh	40	springer
2014	kh	38	springer
2015	kh	66	springer
2016	kh	83	springer
2017	kh	75	springer
2018	kh	90	springer
2019	kh	78	springer
2020	kh	85	springer
2005	ki	0	springer
2006	ki	0	springer
2007	ki	0	springer
2008	ki	0	springer
2009	ki	0	springer
2010	ki	0	springer
2011	ki	1	springer
2012	ki	0	springer
2013	ki	1	springer
2014	ki	0	springer
2015	ki	0	springer
2016	ki	1	springer
2017	ki	0	springer
2018	ki	1	springer
2019	ki	0	springer
2020	ki	3	springer
2005	km	0	springer
2006	km	0	springer
2007	km	0	springer
2008	km	0	springer
2009	km	0	springer
2010	km	0	springer
2011	km	1	springer
2012	km	0	springer
2013	km	0	springer
2014	km	1	springer
2015	km	2	springer
2016	km	4	springer
2017	km	3	springer
2018	km	4	springer
2019	km	4	springer
2020	km	3	springer
2005	kn	0	springer
2006	kn	1	springer
2007	kn	0	springer
2008	kn	0	springer
2009	kn	0	springer
2010	kn	0	springer
2011	kn	0	springer
2012	kn	2	springer
2013	kn	1	springer
2014	kn	10	springer
2015	kn	13	springer
2016	kn	14	springer
2017	kn	11	springer
2018	kn	17	springer
2019	kn	17	springer
2020	kn	25	springer
2005	kp	0	springer
2006	kp	3	springer
2007	kp	2	springer
2008	kp	2	springer
2009	kp	2	springer
2010	kp	1	springer
2011	kp	2	springer
2012	kp	7	springer
2013	kp	1	springer
2014	kp	1	springer
2015	kp	15	springer
2016	kp	16	springer
2017	kp	16	springer
2018	kp	29	springer
2019	kp	34	springer
2020	kp	56	springer
2005	kr	3047	springer
2006	kr	3341	springer
2007	kr	3452	springer
2008	kr	4485	springer
2009	kr	5262	springer
2010	kr	6353	springer
2011	kr	7400	springer
2012	kr	8842	springer
2013	kr	9672	springer
2014	kr	10245	springer
2015	kr	10818	springer
2016	kr	11232	springer
2017	kr	10985	springer
2018	kr	11287	springer
2019	kr	11729	springer
2020	kr	12687	springer
2005	kw	75	springer
2006	kw	75	springer
2007	kw	86	springer
2008	kw	82	springer
2009	kw	75	springer
2010	kw	90	springer
2011	kw	87	springer
2012	kw	117	springer
2013	kw	154	springer
2014	kw	147	springer
2015	kw	151	springer
2016	kw	166	springer
2017	kw	211	springer
2018	kw	210	springer
2019	kw	278	springer
2020	kw	367	springer
2005	ky	3	springer
2006	ky	0	springer
2007	ky	0	springer
2008	ky	2	springer
2009	ky	1	springer
2010	ky	2	springer
2011	ky	4	springer
2012	ky	2	springer
2013	ky	3	springer
2014	ky	3	springer
2015	ky	4	springer
2016	ky	5	springer
2017	ky	3	springer
2018	ky	2	springer
2019	ky	1	springer
2020	ky	5	springer
2005	kz	94	springer
2006	kz	127	springer
2007	kz	139	springer
2008	kz	175	springer
2009	kz	181	springer
2010	kz	184	springer
2011	kz	191	springer
2012	kz	200	springer
2013	kz	295	springer
2014	kz	325	springer
2015	kz	342	springer
2016	kz	401	springer
2017	kz	457	springer
2018	kz	457	springer
2019	kz	501	springer
2020	kz	580	springer
2005	la	4	springer
2006	la	5	springer
2007	la	10	springer
2008	la	6	springer
2009	la	9	springer
2010	la	16	springer
2011	la	14	springer
2012	la	21	springer
2013	la	32	springer
2014	la	20	springer
2015	la	17	springer
2016	la	27	springer
2017	la	34	springer
2018	la	31	springer
2019	la	40	springer
2020	la	44	springer
2005	lb	83	springer
2006	lb	78	springer
2007	lb	83	springer
2008	lb	136	springer
2009	lb	114	springer
2010	lb	126	springer
2011	lb	146	springer
2012	lb	188	springer
2013	lb	178	springer
2014	lb	255	springer
2015	lb	266	springer
2016	lb	303	springer
2017	lb	356	springer
2018	lb	430	springer
2019	lb	476	springer
2020	lb	664	springer
2005	lc	0	springer
2006	lc	0	springer
2007	lc	0	springer
2008	lc	0	springer
2009	lc	0	springer
2010	lc	2	springer
2011	lc	1	springer
2012	lc	0	springer
2013	lc	0	springer
2014	lc	0	springer
2015	lc	0	springer
2016	lc	2	springer
2017	lc	1	springer
2018	lc	2	springer
2019	lc	1	springer
2020	lc	2	springer
2005	li	2	springer
2006	li	3	springer
2007	li	5	springer
2008	li	6	springer
2009	li	3	springer
2010	li	7	springer
2011	li	8	springer
2012	li	9	springer
2013	li	11	springer
2014	li	16	springer
2015	li	9	springer
2016	li	13	springer
2017	li	15	springer
2018	li	14	springer
2019	li	24	springer
2020	li	19	springer
2005	lk	32	springer
2006	lk	44	springer
2007	lk	63	springer
2008	lk	74	springer
2009	lk	74	springer
2010	lk	94	springer
2011	lk	101	springer
2012	lk	133	springer
2013	lk	127	springer
2014	lk	214	springer
2015	lk	251	springer
2016	lk	271	springer
2017	lk	377	springer
2018	lk	401	springer
2019	lk	358	springer
2020	lk	443	springer
2005	lr	3	springer
2006	lr	0	springer
2007	lr	1	springer
2008	lr	1	springer
2009	lr	2	springer
2010	lr	1	springer
2011	lr	4	springer
2012	lr	2	springer
2013	lr	6	springer
2014	lr	6	springer
2015	lr	5	springer
2016	lr	15	springer
2017	lr	10	springer
2018	lr	13	springer
2019	lr	17	springer
2020	lr	19	springer
2005	ls	1	springer
2006	ls	2	springer
2007	ls	2	springer
2008	ls	5	springer
2009	ls	4	springer
2010	ls	3	springer
2011	ls	4	springer
2012	ls	1	springer
2013	ls	2	springer
2014	ls	1	springer
2015	ls	4	springer
2016	ls	4	springer
2017	ls	9	springer
2018	ls	8	springer
2019	ls	11	springer
2020	ls	18	springer
2005	lt	151	springer
2006	lt	213	springer
2007	lt	234	springer
2008	lt	199	springer
2009	lt	207	springer
2010	lt	200	springer
2011	lt	296	springer
2012	lt	297	springer
2013	lt	285	springer
2014	lt	373	springer
2015	lt	350	springer
2016	lt	417	springer
2017	lt	411	springer
2018	lt	474	springer
2019	lt	471	springer
2020	lt	561	springer
2005	lu	27	springer
2006	lu	38	springer
2007	lu	48	springer
2008	lu	85	springer
2009	lu	69	springer
2010	lu	101	springer
2011	lu	139	springer
2012	lu	155	springer
2013	lu	193	springer
2014	lu	194	springer
2015	lu	199	springer
2016	lu	230	springer
2017	lu	256	springer
2018	lu	294	springer
2019	lu	319	springer
2020	lu	406	springer
2005	lv	68	springer
2006	lv	88	springer
2007	lv	114	springer
2008	lv	99	springer
2009	lv	106	springer
2010	lv	96	springer
2011	lv	122	springer
2012	lv	152	springer
2013	lv	147	springer
2014	lv	136	springer
2015	lv	136	springer
2016	lv	167	springer
2017	lv	190	springer
2018	lv	198	springer
2019	lv	203	springer
2020	lv	283	springer
2005	ly	10	springer
2006	ly	13	springer
2007	ly	10	springer
2008	ly	14	springer
2009	ly	11	springer
2010	ly	19	springer
2011	ly	9	springer
2012	ly	21	springer
2013	ly	30	springer
2014	ly	46	springer
2015	ly	37	springer
2016	ly	37	springer
2017	ly	40	springer
2018	ly	67	springer
2019	ly	54	springer
2020	ly	87	springer
2005	ma	120	springer
2006	ma	153	springer
2007	ma	140	springer
2008	ma	189	springer
2009	ma	262	springer
2010	ma	296	springer
2011	ma	369	springer
2012	ma	0	springer
2013	ma	478	springer
2014	ma	515	springer
2015	ma	582	springer
2016	ma	638	springer
2017	ma	742	springer
2018	ma	764	springer
2019	ma	838	springer
2020	ma	1291	springer
2005	mc	10	springer
2006	mc	2	springer
2007	mc	10	springer
2008	mc	10	springer
2009	mc	14	springer
2010	mc	8	springer
2011	mc	9	springer
2012	mc	9	springer
2013	mc	20	springer
2014	mc	7	springer
2015	mc	27	springer
2016	mc	13	springer
2017	mc	17	springer
2018	mc	17	springer
2019	mc	25	springer
2020	mc	42	springer
2005	md	61	springer
2006	md	75	springer
2007	md	86	springer
2008	md	95	springer
2009	md	96	springer
2010	md	83	springer
2011	md	82	springer
2012	md	69	springer
2013	md	70	springer
2014	md	87	springer
2015	md	71	springer
2016	md	77	springer
2017	md	73	springer
2018	md	56	springer
2019	md	74	springer
2020	md	76	springer
2005	me	12	springer
2006	me	9	springer
2007	me	12	springer
2008	me	7	springer
2009	me	15	springer
2010	me	40	springer
2011	me	25	springer
2012	me	33	springer
2013	me	31	springer
2014	me	30	springer
2015	me	34	springer
2016	me	36	springer
2017	me	61	springer
2018	me	40	springer
2019	me	57	springer
2020	me	95	springer
2005	mg	9	springer
2006	mg	21	springer
2007	mg	19	springer
2008	mg	31	springer
2009	mg	26	springer
2010	mg	30	springer
2011	mg	37	springer
2012	mg	40	springer
2013	mg	50	springer
2014	mg	39	springer
2015	mg	57	springer
2016	mg	57	springer
2017	mg	66	springer
2018	mg	58	springer
2019	mg	48	springer
2020	mg	70	springer
2005	mh	0	springer
2006	mh	1	springer
2007	mh	0	springer
2008	mh	0	springer
2009	mh	0	springer
2010	mh	0	springer
2011	mh	0	springer
2012	mh	0	springer
2013	mh	0	springer
2014	mh	0	springer
2015	mh	1	springer
2016	mh	0	springer
2017	mh	1	springer
2018	mh	0	springer
2019	mh	1	springer
2020	mh	2	springer
2005	ml	10	springer
2006	ml	17	springer
2007	ml	11	springer
2008	ml	28	springer
2009	ml	33	springer
2010	ml	32	springer
2011	ml	47	springer
2012	ml	61	springer
2013	ml	41	springer
2014	ml	53	springer
2015	ml	60	springer
2016	ml	56	springer
2017	ml	65	springer
2018	ml	59	springer
2019	ml	51	springer
2020	ml	77	springer
2005	mm	6	springer
2006	mm	8	springer
2007	mm	7	springer
2008	mm	8	springer
2009	mm	9	springer
2010	mm	8	springer
2011	mm	14	springer
2012	mm	17	springer
2013	mm	19	springer
2014	mm	20	springer
2015	mm	33	springer
2016	mm	48	springer
2017	mm	82	springer
2018	mm	86	springer
2019	mm	96	springer
2020	mm	131	springer
2005	mn	10	springer
2006	mn	20	springer
2007	mn	27	springer
2008	mn	22	springer
2009	mn	43	springer
2010	mn	45	springer
2011	mn	63	springer
2012	mn	64	springer
2013	mn	67	springer
2014	mn	74	springer
2015	mn	72	springer
2016	mn	89	springer
2017	mn	83	springer
2018	mn	88	springer
2019	mn	95	springer
2020	mn	107	springer
2005	mr	5	springer
2006	mr	4	springer
2007	mr	4	springer
2008	mr	1	springer
2009	mr	1	springer
2010	mr	1	springer
2011	mr	1	springer
2012	mr	5	springer
2013	mr	1	springer
2014	mr	2	springer
2015	mr	3	springer
2016	mr	8	springer
2017	mr	6	springer
2018	mr	10	springer
2019	mr	5	springer
2020	mr	15	springer
2005	ms	0	springer
2006	ms	0	springer
2007	ms	1	springer
2008	ms	0	springer
2009	ms	0	springer
2010	ms	0	springer
2011	ms	0	springer
2012	ms	2	springer
2013	ms	1	springer
2014	ms	0	springer
2015	ms	0	springer
2016	ms	1	springer
2017	ms	0	springer
2018	ms	1	springer
2019	ms	0	springer
2020	ms	0	springer
2005	mt	11	springer
2006	mt	15	springer
2007	mt	11	springer
2008	mt	13	springer
2009	mt	11	springer
2010	mt	16	springer
2011	mt	23	springer
2012	mt	31	springer
2013	mt	32	springer
2014	mt	42	springer
2015	mt	48	springer
2016	mt	74	springer
2017	mt	81	springer
2018	mt	78	springer
2019	mt	79	springer
2020	mt	89	springer
2005	mu	7	springer
2006	mu	12	springer
2007	mu	9	springer
2008	mu	6	springer
2009	mu	6	springer
2010	mu	16	springer
2011	mu	18	springer
2012	mu	20	springer
2013	mu	20	springer
2014	mu	18	springer
2015	mu	29	springer
2016	mu	24	springer
2017	mu	29	springer
2018	mu	37	springer
2019	mu	50	springer
2020	mu	70	springer
2005	mv	0	springer
2006	mv	1	springer
2007	mv	0	springer
2008	mv	1	springer
2009	mv	0	springer
2010	mv	2	springer
2011	mv	4	springer
2012	mv	0	springer
2013	mv	0	springer
2014	mv	2	springer
2015	mv	1	springer
2016	mv	2	springer
2017	mv	3	springer
2018	mv	7	springer
2019	mv	7	springer
2020	mv	11	springer
2005	mw	16	springer
2006	mw	28	springer
2007	mw	38	springer
2008	mw	50	springer
2009	mw	44	springer
2010	mw	59	springer
2011	mw	51	springer
2012	mw	70	springer
2013	mw	60	springer
2014	mw	95	springer
2015	mw	110	springer
2016	mw	128	springer
2017	mw	132	springer
2018	mw	160	springer
2019	mw	135	springer
2020	mw	211	springer
2005	mx	839	springer
2006	mx	862	springer
2007	mx	1092	springer
2008	mx	1172	springer
2009	mx	1147	springer
2010	mx	1325	springer
2011	mx	1640	springer
2012	mx	1719	springer
2013	mx	1807	springer
2014	mx	2004	springer
2015	mx	2185	springer
2016	mx	2353	springer
2017	mx	2659	springer
2018	mx	2907	springer
2019	mx	2987	springer
2020	mx	3786	springer
2005	my	220	springer
2006	my	233	springer
2007	my	276	springer
2008	my	366	springer
2009	my	552	springer
2010	my	737	springer
2011	my	1048	springer
2012	my	1400	springer
2013	my	1697	springer
2014	my	2047	springer
2015	my	2271	springer
2016	my	2358	springer
2017	my	2374	springer
2018	my	2462	springer
2019	my	2660	springer
2020	my	3247	springer
2005	mz	7	springer
2006	mz	10	springer
2007	mz	12	springer
2008	mz	27	springer
2009	mz	16	springer
2010	mz	19	springer
2011	mz	39	springer
2012	mz	26	springer
2013	mz	29	springer
2014	mz	43	springer
2015	mz	65	springer
2016	mz	74	springer
2017	mz	85	springer
2018	mz	89	springer
2019	mz	99	springer
2020	mz	130	springer
2005	na	11	springer
2006	na	15	springer
2007	na	7	springer
2008	na	6	springer
2009	na	4	springer
2010	na	8	springer
2011	na	19	springer
2012	na	24	springer
2013	na	18	springer
2014	na	36	springer
2015	na	32	springer
2016	na	32	springer
2017	na	45	springer
2018	na	42	springer
2019	na	64	springer
2020	na	71	springer
2005	ne	4	springer
2006	ne	6	springer
2007	ne	10	springer
2008	ne	14	springer
2009	ne	15	springer
2010	ne	16	springer
2011	ne	26	springer
2012	ne	23	springer
2013	ne	18	springer
2014	ne	22	springer
2015	ne	45	springer
2016	ne	42	springer
2017	ne	29	springer
2018	ne	30	springer
2019	ne	35	springer
2020	ne	21	springer
2005	ng	154	springer
2006	ng	185	springer
2007	ng	207	springer
2008	ng	326	springer
2009	ng	322	springer
2010	ng	358	springer
2011	ng	365	springer
2012	ng	513	springer
2013	ng	468	springer
2014	ng	627	springer
2015	ng	739	springer
2016	ng	793	springer
2017	ng	936	springer
2018	ng	1117	springer
2019	ng	1487	springer
2020	ng	2294	springer
2005	ni	6	springer
2006	ni	11	springer
2007	ni	14	springer
2008	ni	6	springer
2009	ni	13	springer
2010	ni	10	springer
2011	ni	14	springer
2012	ni	12	springer
2013	ni	11	springer
2014	ni	17	springer
2015	ni	22	springer
2016	ni	16	springer
2017	ni	26	springer
2018	ni	14	springer
2019	ni	23	springer
2020	ni	14	springer
2005	nl	3549	springer
2006	nl	3898	springer
2007	nl	4198	springer
2008	nl	4715	springer
2009	nl	4984	springer
2010	nl	6038	springer
2011	nl	7462	springer
2012	nl	7582	springer
2013	nl	8532	springer
2014	nl	8513	springer
2015	nl	8922	springer
2016	nl	9258	springer
2017	nl	9346	springer
2018	nl	10000	springer
2019	nl	10563	springer
2020	nl	12325	springer
2005	no	881	springer
2006	no	1073	springer
2007	no	1260	springer
2008	no	1377	springer
2009	no	1460	springer
2010	no	1775	springer
2011	no	1910	springer
2012	no	2034	springer
2013	no	2141	springer
2014	no	2338	springer
2015	no	2439	springer
2016	no	2764	springer
2017	no	2976	springer
2018	no	3017	springer
2019	no	3230	springer
2020	no	3877	springer
2005	NONE	1	springer
2006	NONE	4	springer
2007	NONE	10	springer
2008	NONE	7	springer
2009	NONE	7	springer
2010	NONE	8	springer
2011	NONE	16	springer
2012	NONE	8	springer
2013	NONE	14	springer
2014	NONE	8	springer
2015	NONE	9	springer
2016	NONE	12	springer
2017	NONE	23	springer
2018	NONE	17	springer
2019	NONE	12	springer
2020	NONE	21	springer
2005	np	29	springer
2006	np	32	springer
2007	np	50	springer
2008	np	47	springer
2009	np	55	springer
2010	np	76	springer
2011	np	81	springer
2012	np	102	springer
2013	np	150	springer
2014	np	169	springer
2015	np	185	springer
2016	np	234	springer
2017	np	250	springer
2018	np	275	springer
2019	np	326	springer
2020	np	442	springer
2005	nr	0	springer
2006	nr	0	springer
2007	nr	0	springer
2008	nr	0	springer
2009	nr	0	springer
2010	nr	0	springer
2011	nr	1	springer
2012	nr	0	springer
2013	nr	0	springer
2014	nr	0	springer
2015	nr	0	springer
2016	nr	0	springer
2017	nr	0	springer
2018	nr	0	springer
2019	nr	0	springer
2020	nr	0	springer
2005	nu	0	springer
2006	nu	0	springer
2007	nu	0	springer
2008	nu	0	springer
2009	nu	0	springer
2010	nu	0	springer
2011	nu	0	springer
2012	nu	0	springer
2013	nu	0	springer
2014	nu	0	springer
2015	nu	0	springer
2016	nu	0	springer
2017	nu	0	springer
2018	nu	0	springer
2019	nu	2	springer
2020	nu	0	springer
2005	nz	754	springer
2006	nz	775	springer
2007	nz	871	springer
2008	nz	963	springer
2009	nz	927	springer
2010	nz	1100	springer
2011	nz	1352	springer
2012	nz	1456	springer
2013	nz	1576	springer
2014	nz	1671	springer
2015	nz	1823	springer
2016	nz	1790	springer
2017	nz	1920	springer
2018	nz	1992	springer
2019	nz	2033	springer
2020	nz	2290	springer
2005	om	36	springer
2006	om	54	springer
2007	om	35	springer
2008	om	59	springer
2009	om	60	springer
2010	om	51	springer
2011	om	80	springer
2012	om	97	springer
2013	om	111	springer
2014	om	123	springer
2015	om	168	springer
2016	om	161	springer
2017	om	192	springer
2018	om	217	springer
2019	om	267	springer
2020	om	398	springer
2005	pa	26	springer
2006	pa	32	springer
2007	pa	33	springer
2008	pa	27	springer
2009	pa	35	springer
2010	pa	30	springer
2011	pa	38	springer
2012	pa	65	springer
2013	pa	66	springer
2014	pa	59	springer
2015	pa	74	springer
2016	pa	73	springer
2017	pa	94	springer
2018	pa	113	springer
2019	pa	121	springer
2020	pa	128	springer
2005	pe	50	springer
2006	pe	58	springer
2007	pe	61	springer
2008	pe	76	springer
2009	pe	80	springer
2010	pe	95	springer
2011	pe	131	springer
2012	pe	128	springer
2013	pe	125	springer
2014	pe	175	springer
2015	pe	208	springer
2016	pe	190	springer
2017	pe	250	springer
2018	pe	236	springer
2019	pe	341	springer
2020	pe	432	springer
2005	pg	7	springer
2006	pg	9	springer
2007	pg	11	springer
2008	pg	17	springer
2009	pg	13	springer
2010	pg	19	springer
2011	pg	13	springer
2012	pg	32	springer
2013	pg	27	springer
2014	pg	28	springer
2015	pg	29	springer
2016	pg	37	springer
2017	pg	29	springer
2018	pg	34	springer
2019	pg	37	springer
2020	pg	47	springer
2005	ph	75	springer
2006	ph	100	springer
2007	ph	102	springer
2008	ph	118	springer
2009	ph	101	springer
2010	ph	123	springer
2011	ph	132	springer
2012	ph	163	springer
2013	ph	226	springer
2014	ph	205	springer
2015	ph	275	springer
2016	ph	284	springer
2017	ph	291	springer
2018	ph	348	springer
2019	ph	356	springer
2020	ph	507	springer
2005	pk	158	springer
2006	pk	229	springer
2007	pk	295	springer
2008	pk	407	springer
2009	pk	436	springer
2010	pk	561	springer
2011	pk	951	springer
2012	pk	1070	springer
2013	pk	1282	springer
2014	pk	1422	springer
2015	pk	1635	springer
2016	pk	1839	springer
2017	pk	2188	springer
2018	pk	2656	springer
2019	pk	3376	springer
2020	pk	4461	springer
2005	pl	1537	springer
2006	pl	1928	springer
2007	pl	2107	springer
2008	pl	2337	springer
2009	pl	2397	springer
2010	pl	2690	springer
2011	pl	3058	springer
2012	pl	3436	springer
2013	pl	4104	springer
2014	pl	4056	springer
2015	pl	4235	springer
2016	pl	4731	springer
2017	pl	4744	springer
2018	pl	4722	springer
2019	pl	5252	springer
2020	pl	5654	springer
2005	pn	0	springer
2006	pn	0	springer
2007	pn	0	springer
2008	pn	0	springer
2009	pn	0	springer
2010	pn	0	springer
2011	pn	0	springer
2012	pn	0	springer
2013	pn	0	springer
2014	pn	0	springer
2015	pn	0	springer
2016	pn	0	springer
2017	pn	0	springer
2018	pn	0	springer
2019	pn	0	springer
2020	pn	0	springer
2005	pt	675	springer
2006	pt	889	springer
2007	pt	950	springer
2008	pt	1183	springer
2009	pt	1253	springer
2010	pt	1559	springer
2011	pt	1822	springer
2012	pt	1955	springer
2013	pt	2196	springer
2014	pt	2365	springer
2015	pt	2564	springer
2016	pt	2690	springer
2017	pt	2743	springer
2018	pt	2831	springer
2019	pt	2859	springer
2020	pt	3678	springer
2005	pw	2	springer
2006	pw	0	springer
2007	pw	3	springer
2008	pw	1	springer
2009	pw	0	springer
2010	pw	1	springer
2011	pw	0	springer
2012	pw	0	springer
2013	pw	2	springer
2014	pw	2	springer
2015	pw	2	springer
2016	pw	2	springer
2017	pw	2	springer
2018	pw	1	springer
2019	pw	3	springer
2020	pw	7	springer
2005	py	5	springer
2006	py	10	springer
2007	py	7	springer
2008	py	7	springer
2009	py	6	springer
2010	py	7	springer
2011	py	8	springer
2012	py	8	springer
2013	py	17	springer
2014	py	16	springer
2015	py	13	springer
2016	py	18	springer
2017	py	36	springer
2018	py	31	springer
2019	py	36	springer
2020	py	44	springer
2005	qa	11	springer
2006	qa	18	springer
2007	qa	18	springer
2008	qa	39	springer
2009	qa	37	springer
2010	qa	57	springer
2011	qa	88	springer
2012	qa	120	springer
2013	qa	165	springer
2014	qa	285	springer
2015	qa	366	springer
2016	qa	423	springer
2017	qa	468	springer
2018	qa	485	springer
2019	qa	498	springer
2020	qa	633	springer
2005	ro	226	springer
2006	ro	306	springer
2007	ro	393	springer
2008	ro	583	springer
2009	ro	585	springer
2010	ro	644	springer
2011	ro	770	springer
2012	ro	966	springer
2013	ro	1261	springer
2014	ro	1282	springer
2015	ro	1095	springer
2016	ro	1108	springer
2017	ro	1156	springer
2018	ro	1151	springer
2019	ro	1199	springer
2020	ro	1422	springer
2005	rs	39	springer
2006	rs	93	springer
2007	rs	292	springer
2008	rs	360	springer
2009	rs	426	springer
2010	rs	491	springer
2011	rs	619	springer
2012	rs	768	springer
2013	rs	775	springer
2014	rs	775	springer
2015	rs	871	springer
2016	rs	860	springer
2017	rs	918	springer
2018	rs	927	springer
2019	rs	937	springer
2020	rs	1092	springer
2005	ru	12458	springer
2006	ru	15797	springer
2007	ru	19072	springer
2008	ru	22016	springer
2009	ru	20918	springer
2010	ru	20255	springer
2011	ru	21970	springer
2012	ru	19584	springer
2013	ru	20798	springer
2014	ru	21531	springer
2015	ru	23108	springer
2016	ru	23891	springer
