fore_name_simple	n_authors	genderize_sample_size	query_date	probability_male
stellios	NA	26	2021-02-16	1
rosser	NA	21	2021-02-16	0.62
yorke	NA	40	2021-02-16	0.95
grotzinger	NA	1	2021-02-16	1
newt	NA	36	2021-02-16	0.61
zhenan	NA	14	2021-02-16	1
marmot	NA	32	2021-02-16	0.84
bluestone	NA	12	2021-02-16	0.92
maca	NA	1888	2021-02-16	0.86
grania	NA	17	2021-02-16	1
zahidul	NA	23	2021-02-16	1
eldridge	NA	43	2021-02-16	0.98
rady	NA	268	2021-02-16	0.77
sivuyile	NA	89	2021-02-16	0.99
dentcho	NA	3	2021-02-16	1
binil	NA	27	2021-02-16	1
cunningham	NA	15	2021-02-16	0.87
latorre	NA	29	2021-02-16	0.72
kirkland	NA	26	2021-02-16	1
riemann	NA	12	2021-02-16	0.92
satchell	NA	2	2021-02-16	1
lonesome	NA	62	2021-02-16	0.84
quevedo	NA	27	2021-02-16	0.78
stevenson	NA	197	2021-02-16	0.97
koenig	NA	62	2021-02-16	0.82
rossant	NA	2	2021-02-16	0.5
jeongsun	NA	14	2021-02-16	0.93
kurzweil	NA	2	2021-02-16	1
grandjean	NA	109	2021-02-16	0.56
zlatic	NA	1	2021-02-16	1
briel	NA	30	2021-02-16	0.8
ndebele	NA	3	2021-02-16	1
mcguire	NA	12	2021-02-16	0.58
agrillo	NA	2	2021-02-16	1
lorsch	NA	2	2021-02-16	1
jephias	NA	6	2021-02-16	1
mukhles	NA	7	2021-02-16	0.86
hamlin	NA	14	2021-02-16	0.64
adams	NA	3835	2021-02-16	0.94
hansulrich	NA	3	2021-02-16	1
beall	NA	2	2021-02-16	1
ackerley	NA	3	2021-02-16	1
macbeth	NA	75	2021-02-16	0.8
shire	NA	48	2021-02-16	0.69
mchugh	NA	1	2021-02-16	1
denham	NA	10	2021-02-16	0.9
mowat	NA	1	2021-02-16	1
kellner	NA	32	2021-02-16	0.75
sukhdev	NA	90	2021-02-16	0.99
ilsedore	NA	2	2021-02-16	1
dyhia	NA	103	2021-02-16	0.99
dodra	NA	3	2021-02-16	1
kreiter	NA	13	2021-02-16	0.69
ekman	NA	12	2021-02-16	0.83
mottram	NA	1	2021-02-16	1
steinhardt	NA	1	2021-02-16	1
lin	NA	6642	2021-02-16	0.63
shan	NA	3208	2021-02-16	0.68
nesbitt	NA	5	2021-02-16	0.8
stefansson	NA	2	2021-02-16	1
ningaloo	NA	2	2021-02-16	1
carandini	NA	1	2021-02-16	1
erickson	NA	499	2021-02-16	0.99
messier	NA	19	2021-02-16	0.95
parkes	NA	5	2021-02-16	0.6
hartmann	NA	156	2021-02-16	0.78
tsunemi	NA	4	2021-02-16	0.5
malavasi	NA	9	2021-02-16	0.78
farley	NA	121	2021-02-16	0.92
prodipto	NA	3	2021-02-16	1
specker	NA	6	2021-02-16	0.83
bourouiba	NA	1	2021-02-16	1
shuer	NA	1	2021-02-16	1
quam	NA	33	2021-02-16	0.88
benjei	NA	1	2021-02-16	1
lipkin	NA	1	2021-02-16	1
srivastava	NA	7	2021-02-16	0.86
massett	NA	1	2021-02-16	1
fox	NA	3902	2021-02-16	0.9
leung	NA	276	2021-02-16	0.66
surie	NA	26	2021-02-16	0.92
krupke	NA	1	2021-02-16	1
niemann	NA	11	2021-02-16	0.73
rojo	NA	351	2021-02-16	0.77
pauly	NA	652	2021-02-16	0.56
scorrano	NA	10	2021-02-16	0.8
ketterson	NA	1	2021-02-16	1
grotte	NA	10	2021-02-16	0.7
umbach	NA	1	2021-02-16	1
raoult	NA	36	2021-02-16	0.61
roux	NA	545	2021-02-16	0.59
smilow	NA	2	2021-02-16	1
goldman	NA	162	2021-02-16	0.98
forster	NA	96	2021-02-16	0.86
terracciano	NA	10	2021-02-16	0.7
halpern	NA	1	2021-02-16	1
sfar	NA	27	2021-02-16	0.78
lidar	NA	10	2021-02-16	0.6
bert	NA	9442	2021-02-16	0.97
dmitrijs	NA	310	2021-02-16	1
rehermann	NA	1	2021-02-16	1
lancaster	NA	45	2021-02-16	0.91
vallat	NA	16	2021-02-16	0.69
gatesy	NA	2	2021-02-16	0.5
garner	NA	54	2021-02-16	0.87
sternberg	NA	4	2021-02-16	0.75
leibowitz	NA	1	2021-02-16	1
bengtsson	NA	5	2021-02-16	0.8
crisanti	NA	5	2021-02-16	0.6
raag	NA	15	2021-02-16	0.67
tiesler	NA	1	2021-02-16	1
visvanathan	NA	16	2021-02-16	0.94
shy	NA	937	2021-02-16	0.5
illustrator	NA	7	2021-02-16	0.71
klein	NA	772	2021-02-16	0.61
moriba	NA	157	2021-02-16	0.96
ishii	NA	66	2021-02-16	0.7
dibble	NA	12	2021-02-16	0.83
cardona	NA	54	2021-02-16	0.65
sharlayne	NA	3	2021-02-16	1
al	NA	18287	2021-02-16	0.87
frieden	NA	17	2021-02-16	0.71
sieghard	NA	20	2021-02-16	1
willett	NA	3	2021-02-16	0.67
alosa	NA	9	2021-02-16	0.56
himmelstein	NA	1	2021-02-16	1
jilson	NA	58	2021-02-16	1
boyden	NA	4	2021-02-16	1
mohanty	NA	6	2021-02-16	0.83
kamilo	NA	302	2021-02-16	0.95
pink	NA	3502	2021-02-16	0.85
munkhmandakh	NA	1	2021-02-16	1
anelda	NA	15	2021-02-16	1
pih	NA	27	2021-02-16	0.52
lolle	NA	197	2021-02-16	0.81
obaid	NA	517	2021-02-16	0.99
shahria	NA	3	2021-02-16	0.67
toner	NA	34	2021-02-16	0.94
pyke	NA	11	2021-02-16	0.91
maresi	NA	13	2021-02-16	0.62
rietveld	NA	2	2021-02-16	0.5
ajey	NA	34	2021-02-16	0.91
howlett	NA	3	2021-02-16	1
hadly	NA	7	2021-02-16	1
mclaren	NA	71	2021-02-16	0.96
kleiner	NA	240	2021-02-16	0.58
sendhil	NA	19	2021-02-16	1
orval	NA	20	2021-02-16	0.95
garb	NA	13	2021-02-16	0.69
ashida	NA	11	2021-02-16	0.82
ponsiano	NA	5	2021-02-16	1
henko	NA	22	2021-02-16	0.95
wistar	NA	8	2021-02-16	1
pitamber	NA	13	2021-02-16	1
mariepierre	NA	57	2021-02-16	0.98
tongia	NA	1	2021-02-16	1
steinacher	NA	1	2021-02-16	1
anglada	NA	2	2021-02-16	0.5
demailly	NA	13	2021-02-16	0.62
banana	NA	857	2021-02-16	0.7
zink	NA	86	2021-02-16	0.85
larson	NA	379	2021-02-16	0.94
fesik	NA	1	2021-02-16	1
armitage	NA	10	2021-02-16	0.9
docker	NA	27	2021-02-16	1
nuru	NA	290	2021-02-16	0.63
dampe	NA	4	2021-02-16	1
klebsiella	NA	3	2021-02-16	1
vannoni	NA	1	2021-02-16	1
engelman	NA	5	2021-02-16	1
martinus	NA	289	2021-02-16	0.99
feldman	NA	15	2021-02-16	0.93
das	NA	1146	2021-02-16	0.79
alaaeldin	NA	51	2021-02-16	0.98
endie	NA	31	2021-02-16	0.55
raia	NA	126	2021-02-16	0.7
wiseman	NA	247	2021-02-16	0.97
cheney	NA	67	2021-02-16	0.75
herzallah	NA	9	2021-02-16	0.89
tavneet	NA	2	2021-02-16	0.5
spitzer	NA	14	2021-02-16	0.71
ekins	NA	5	2021-02-16	1
borkar	NA	1	2021-02-16	1
cani	NA	515	2021-02-16	0.7
cady	NA	224	2021-02-16	0.74
sparrow	NA	425	2021-02-16	0.92
alcherio	NA	2	2021-02-16	1
vinton	NA	15	2021-02-16	0.87
hofmann	NA	65	2021-02-16	0.65
vinther	NA	1	2021-02-16	1
hajdu	NA	191	2021-02-16	0.58
adhikari	NA	8	2021-02-16	1
guiana	NA	4	2021-02-16	0.75
rachad	NA	489	2021-02-16	0.95
metcalfe	NA	7	2021-02-16	0.86
chima	NA	806	2021-02-16	0.86
funk	NA	175	2021-02-16	0.85
ball	NA	1123	2021-02-16	0.94
popescu	NA	3814	2021-02-16	0.54
odyssey	NA	54	2021-02-16	0.91
kavli	NA	1	2021-02-16	1
ewin	NA	134	2021-02-16	0.53
goethe	NA	46	2021-02-16	0.91
fournier	NA	478	2021-02-16	0.54
yadu	NA	26	2021-02-16	0.96
maybritt	NA	72	2021-02-16	0.93
mwai	NA	45	2021-02-16	0.69
barres	NA	20	2021-02-16	0.65
moullin	NA	1	2021-02-16	1
slingo	NA	2	2021-02-16	1
cochrane	NA	5	2021-02-16	0.8
helm	NA	97	2021-02-16	0.84
quamrul	NA	2	2021-02-16	1
oculus	NA	4	2021-02-16	0.75
perera	NA	59	2021-02-16	0.85
agami	NA	15	2021-02-16	0.67
easo	NA	4	2021-02-16	0.75
sandler	NA	13	2021-02-16	1
othniel	NA	100	2021-02-16	0.98
winiki	NA	1	2021-02-16	1
mccormick	NA	12	2021-02-16	0.67
kurtz	NA	92	2021-02-16	0.9
spergel	NA	1	2021-02-16	1
edman	NA	48	2021-02-16	0.98
gougelet	NA	3	2021-02-16	1
stamina	NA	22	2021-02-16	0.95
takalani	NA	94	2021-02-16	0.74
fortran	NA	7	2021-02-16	1
agios	NA	52	2021-02-16	0.96
flegal	NA	1	2021-02-16	1
taw	NA	166	2021-02-16	0.64
tatsujiro	NA	2	2021-02-16	1
sheperd	NA	21	2021-02-16	1
penney	NA	24	2021-02-16	0.75
mitsuhisa	NA	12	2021-02-16	1
hoei	NA	3	2021-02-16	0.67
bondi	NA	79	2021-02-16	0.81
gaines	NA	11	2021-02-16	0.91
mangaia	NA	3	2021-02-16	0.67
zapata	NA	205	2021-02-16	0.93
steinke	NA	5	2021-02-16	0.6
owner	NA	55	2021-02-16	0.82
baum	NA	58	2021-02-16	0.78
suttle	NA	1	2021-02-16	1
tiwonge	NA	16	2021-02-16	0.63
royle	NA	11	2021-02-16	0.91
roldan	NA	424	2021-02-16	0.98
caro	NA	19073	2021-02-16	0.96
oziel	NA	78	2021-02-16	0.99
reich	NA	200	2021-02-16	0.71
schlaepfer	NA	2	2021-02-16	0.5
nakamura	NA	260	2021-02-16	0.77
polman	NA	12	2021-02-16	1
courtine	NA	6	2021-02-16	0.67
hauner	NA	3	2021-02-16	1
felienne	NA	2	2021-02-16	1
huq	NA	3	2021-02-16	1
norrie	NA	69	2021-02-16	0.86
soroosh	NA	169	2021-02-16	0.98
daejoong	NA	7	2021-02-16	1
geiger	NA	53	2021-02-16	0.72
stringer	NA	59	2021-02-16	0.98
standlee	NA	2	2021-02-16	1
koning	NA	35	2021-02-16	0.86
cuvier	NA	9	2021-02-16	0.56
fuchsberger	NA	1	2021-02-16	1
brando	NA	903	2021-02-16	0.99
prosser	NA	3	2021-02-16	0.67
christner	NA	1	2021-02-16	1
scholastica	NA	66	2021-02-16	0.98
kater	NA	217	2021-02-16	0.66
ap	NA	619	2021-02-16	0.78
valiere	NA	2	2021-02-16	1
alieny	NA	1	2021-02-16	1
slusarenko	NA	1	2021-02-16	1
myaing	NA	2	2021-02-16	0.5
proxima	NA	31	2021-02-16	0.52
yutu	NA	28	2021-02-16	0.71
jeanphilippe	NA	235	2021-02-16	0.96
copernicus	NA	9	2021-02-16	1
ptak	NA	15	2021-02-16	0.8
tenzo	NA	19	2021-02-16	0.95
yongsu	NA	42	2021-02-16	1
ibidi	NA	1	2021-02-16	1
ein	NA	196	2021-02-16	0.71
hutchinson	NA	12	2021-02-16	0.92
vreeland	NA	1	2021-02-16	1
ginkgo	NA	37	2021-02-16	0.73
lusseau	NA	10	2021-02-16	0.6
hahnel	NA	2	2021-02-16	0.5
marcellus	NA	201	2021-02-16	0.99
jeanluc	NA	1211	2021-02-16	0.99
topalian	NA	1	2021-02-16	1
nesta	NA	1043	2021-02-16	0.9
niculescu	NA	270	2021-02-16	0.5
darrow	NA	9	2021-02-16	0.89
mimas	NA	20	2021-02-16	0.6
catling	NA	3	2021-02-16	1
bice	NA	828	2021-02-16	0.97
ott	NA	852	2021-02-16	0.94
simpson	NA	333	2021-02-16	0.9
chengdu	NA	3	2021-02-16	1
perolof	NA	7	2021-02-16	1
bauer	NA	451	2021-02-16	0.78
meave	NA	11	2021-02-16	0.91
shumon	NA	47	2021-02-16	1
rowley	NA	32	2021-02-16	0.97
francavilla	NA	14	2021-02-16	0.93
yianni	NA	46	2021-02-16	0.89
clade	NA	16	2021-02-16	0.75
bayes	NA	7	2021-02-16	1
meltzer	NA	4	2021-02-16	0.75
kabagambe	NA	18	2021-02-16	0.89
kondo	NA	100	2021-02-16	0.82
brookes	NA	14	2021-02-16	0.71
gleeson	NA	3	2021-02-16	1
guttman	NA	3	2021-02-16	0.67
theodosius	NA	3	2021-02-16	1
hidei	NA	3	2021-02-16	0.67
mead	NA	45	2021-02-16	0.73
aguirre	NA	53	2021-02-16	0.91
ghiso	NA	21	2021-02-16	0.76
bevil	NA	8	2021-02-16	0.88
rizvi	NA	67	2021-02-16	0.91
menon	NA	46	2021-02-16	0.87
sherlock	NA	317	2021-02-16	0.92
bozic	NA	31	2021-02-16	0.71
rooney	NA	644	2021-02-16	0.94
gough	NA	6	2021-02-16	1
schendel	NA	1	2021-02-16	1
steffanie	NA	329	2021-02-16	0.99
yunusa	NA	137	2021-02-16	0.98
grubb	NA	4	2021-02-16	1
yarsagumba	NA	1	2021-02-16	1
weisskopf	NA	1	2021-02-16	1
sumner	NA	23	2021-02-16	0.83
bermingham	NA	1	2021-02-16	1
youngs	NA	27	2021-02-16	0.81
severia	NA	2	2021-02-16	1
taillefer	NA	26	2021-02-16	0.62
fulani	NA	20	2021-02-16	0.9
hambuch	NA	4	2021-02-16	0.75
yochanan	NA	15	2021-02-16	0.93
salesa	NA	11	2021-02-16	0.55
kandel	NA	24	2021-02-16	0.79
heykyoung	NA	1	2021-02-16	1
litt	NA	19	2021-02-16	0.58
rosenberg	NA	33	2021-02-16	0.67
curtin	NA	2	2021-02-16	1
gore	NA	302	2021-02-16	0.64
wahal	NA	4	2021-02-16	1
tennant	NA	6	2021-02-16	0.83
roederer	NA	1	2021-02-16	1
ataç	NA	9	2021-02-16	0.89
funsho	NA	299	2021-02-16	0.93
tsay	NA	10	2021-02-16	0.5
jungyeol	NA	5	2021-02-16	1
jorgensen	NA	8	2021-02-16	0.75
saen	NA	40	2021-02-16	0.83
mingo	NA	718	2021-02-16	0.96
solanum	NA	8	2021-02-16	0.63
aspera	NA	6	2021-02-16	0.67
amba	NA	132	2021-02-16	0.52
roytman	NA	1	2021-02-16	1
reimund	NA	138	2021-02-16	0.99
boudreau	NA	2	2021-02-16	0.5
araya	NA	281	2021-02-16	0.81
velasquez	NA	51	2021-02-16	0.84
linshan	NA	6	2021-02-16	0.5
sitnikov	NA	1	2021-02-16	1
biribo	NA	1	2021-02-16	1
moungi	NA	5	2021-02-16	1
brun	NA	838	2021-02-16	0.8
alph	NA	91	2021-02-16	0.92
peeters	NA	221	2021-02-16	0.66
cacioppo	NA	12	2021-02-16	0.67
ferguson	NA	113	2021-02-16	0.94
uther	NA	41	2021-02-16	0.95
fusco	NA	101	2021-02-16	0.77
subah	NA	18	2021-02-16	0.61
heladio	NA	15	2021-02-16	0.93
pohlman	NA	1	2021-02-16	1
imara	NA	89	2021-02-16	0.97
gardner	NA	43	2021-02-16	0.88
vanmeert	NA	3	2021-02-16	1
carnegie	NA	13	2021-02-16	0.92
clairie	NA	6	2021-02-16	1
poisson	NA	500	2021-02-16	0.65
seto	NA	190	2021-02-16	0.92
duflo	NA	5	2021-02-16	0.6
cooksey	NA	5	2021-02-16	1
gerya	NA	2	2021-02-16	1
kersey	NA	21	2021-02-16	0.57
loeb	NA	95	2021-02-16	0.94
amye	NA	15	2021-02-16	0.8
tso	NA	75	2021-02-16	0.68
adie	NA	476	2021-02-16	0.83
moniz	NA	88	2021-02-16	0.75
agust	NA	240	2021-02-16	0.98
tomowo	NA	1	2021-02-16	1
storace	NA	2	2021-02-16	1
fahey	NA	2	2021-02-16	1
kissler	NA	2	2021-02-16	0.5
patig	NA	1	2021-02-16	1
armstrong	NA	362	2021-02-16	0.97
bingley	NA	3	2021-02-16	1
osewe	NA	6	2021-02-16	0.5
coffin	NA	21	2021-02-16	0.57
sunchan	NA	1	2021-02-16	1
stone	NA	1648	2021-02-16	0.88
sandamaria	NA	1	2021-02-16	1
maclaurin	NA	2	2021-02-16	1
dexy	NA	112	2021-02-16	0.54
robie	NA	252	2021-02-16	0.69
bryden	NA	21	2021-02-16	1
alzheimer	NA	11	2021-02-16	0.73
batist	NA	38	2021-02-16	0.97
neufeld	NA	7	2021-02-16	0.71
lich	NA	59	2021-02-16	0.85
cook	NA	252	2021-02-16	0.83
doochul	NA	4	2021-02-16	1
mozilla	NA	49	2021-02-16	0.73
stubbs	NA	9	2021-02-16	0.67
whelan	NA	15	2021-02-16	1
rayid	NA	14	2021-02-16	1
vedika	NA	19	2021-02-16	0.89
gongbu	NA	1	2021-02-16	1
brindley	NA	5	2021-02-16	0.6
taggart	NA	6	2021-02-16	1
loh	NA	617	2021-02-16	0.58
siyanda	NA	178	2021-02-16	0.81
risheng	NA	10	2021-02-16	1
pagano	NA	87	2021-02-16	0.74
cordes	NA	10	2021-02-16	0.6
fraunhofer	NA	1	2021-02-16	1
adigun	NA	262	2021-02-16	0.9
platt	NA	9	2021-02-16	0.78
hicks	NA	70	2021-02-16	0.87
mazur	NA	40	2021-02-16	0.63
nock	NA	45	2021-02-16	0.69
anura	NA	113	2021-02-16	0.79
daragh	NA	65	2021-02-16	0.95
pfizer	NA	7	2021-02-16	1
hartley	NA	41	2021-02-16	0.98
janmichael	NA	4	2021-02-16	1
wald	NA	223	2021-02-16	0.96
neches	NA	1	2021-02-16	1
breakthrough	NA	9	2021-02-16	0.78
reg	NA	1168	2021-02-16	0.83
broc	NA	63	2021-02-16	0.95
noubar	NA	19	2021-02-16	0.95
sykes	NA	36	2021-02-16	0.83
morel	NA	886	2021-02-16	0.68
arrhenius	NA	6	2021-02-16	1
egli	NA	147	2021-02-16	0.83
adelphine	NA	15	2021-02-16	1
mokete	NA	29	2021-02-16	1
zelma	NA	108	2021-02-16	0.96
lucianne	NA	54	2021-02-16	0.98
osanna	NA	30	2021-02-16	0.93
kau	NA	119	2021-02-16	0.53
mitt	NA	75	2021-02-16	0.84
dye	NA	68	2021-02-16	0.66
helion	NA	29	2021-02-16	0.83
chazdon	NA	1	2021-02-16	1
hamdeen	NA	3	2021-02-16	1
georgiann	NA	9	2021-02-16	1
delorme	NA	106	2021-02-16	0.57
anneclaude	NA	1	2021-02-16	1
sarig	NA	1	2021-02-16	1
goss	NA	160	2021-02-16	0.92
thrun	NA	1	2021-02-16	1
engineer	NA	512	2021-02-16	0.96
fahu	NA	4	2021-02-16	1
gambhir	NA	10	2021-02-16	1
piel	NA	145	2021-02-16	0.66
garenne	NA	19	2021-02-16	0.95
ylli	NA	698	2021-02-16	0.94
ojeda	NA	40	2021-02-16	0.83
neukom	NA	3	2021-02-16	1
hallmann	NA	1	2021-02-16	1
pinto	NA	1710	2021-02-16	0.82
axelsson	NA	2	2021-02-16	1
mcewen	NA	3	2021-02-16	1
quigley	NA	2	2021-02-16	0.5
kroo	NA	22	2021-02-16	0.59
campi	NA	71	2021-02-16	0.69
mariachiara	NA	644	2021-02-16	0.98
crow	NA	425	2021-02-16	0.94
woodcock	NA	9	2021-02-16	1
taung	NA	17	2021-02-16	0.76
rossner	NA	1	2021-02-16	1
bertuzzi	NA	10	2021-02-16	0.5
riyadh	NA	544	2021-02-16	0.98
ayato	NA	48	2021-02-16	0.88
johnstone	NA	58	2021-02-16	0.95
sullivan	NA	1594	2021-02-16	0.98
amadu	NA	355	2021-02-16	0.88
yaqub	NA	128	2021-02-16	0.98
moby	NA	379	2021-02-16	0.88
reaves	NA	7	2021-02-16	1
aalto	NA	15	2021-02-16	0.93
kundrat	NA	1	2021-02-16	1
goldstein	NA	22	2021-02-16	0.77
gassmann	NA	13	2021-02-16	0.77
medlock	NA	2	2021-02-16	1
espie	NA	51	2021-02-16	0.84
panicos	NA	104	2021-02-16	0.99
gaeta	NA	83	2021-02-16	0.76
talmo	NA	5	2021-02-16	1
jetz	NA	15	2021-02-16	0.8
kamitani	NA	5	2021-02-16	0.8
kemri	NA	4	2021-02-16	0.75
o'connor	NA	19	2021-02-16	0.79
dicko	NA	261	2021-02-16	0.75
balcha	NA	1	2021-02-16	1
jota	NA	4180	2021-02-16	0.96
gari	NA	558	2021-02-16	0.91
nuñez	NA	2	2021-02-16	1
steinmetz	NA	30	2021-02-16	0.67
barrows	NA	4	2021-02-16	1
stepha	NA	83	2021-02-16	0.59
prata	NA	63	2021-02-16	0.78
kamalesh	NA	41	2021-02-16	0.95
pueblo	NA	58	2021-02-16	0.98
abri	NA	131	2021-02-16	0.92
escherichia	NA	7	2021-02-16	0.86
pope	NA	501	2021-02-16	0.93
zuleyka	NA	102	2021-02-16	1
hendy	NA	420	2021-02-16	0.94
pawluk	NA	2	2021-02-16	1
dek	NA	528	2021-02-16	0.74
frossie	NA	1	2021-02-16	1
ung	NA	124	2021-02-16	0.69
boeke	NA	5	2021-02-16	0.8
gluckman	NA	1	2021-02-16	1
coli	NA	175	2021-02-16	0.7
louisphilippe	NA	3	2021-02-16	1
roundup	NA	3	2021-02-16	1
voss	NA	38	2021-02-16	0.74
panthera	NA	96	2021-02-16	0.72
midge	NA	84	2021-02-16	0.51
barkley	NA	50	2021-02-16	0.96
perez	NA	1411	2021-02-16	0.71
ballentine	NA	1	2021-02-16	1
timnit	NA	9	2021-02-16	0.89
python	NA	113	2021-02-16	0.93
sooam	NA	2	2021-02-16	1
rodriguez	NA	1446	2021-02-16	0.76
eun-seong	NA	2	2021-02-16	1
bailor	NA	9	2021-02-16	1
talgat	NA	302	2021-02-16	1
keck	NA	9	2021-02-16	0.78
illah	NA	13	2021-02-16	0.69
gwer	NA	7	2021-02-16	0.57
vinty	NA	15	2021-02-16	0.73
ebola	NA	49	2021-02-16	0.76
pete'	NA	1	2021-02-16	1
shresth	NA	3	2021-02-16	1
richenda	NA	12	2021-02-16	1
bluebird	NA	142	2021-02-16	0.7
olu	NA	1223	2021-02-16	0.83
schouten	NA	5	2021-02-16	0.6
leeba	NA	8	2021-02-16	0.75
anoko	NA	6	2021-02-16	0.67
luria	NA	28	2021-02-16	0.86
naini	NA	28	2021-02-16	0.64
mbengue	NA	255	2021-02-16	0.79
gallant	NA	86	2021-02-16	0.84
seljak	NA	4	2021-02-16	1
rokus	NA	12	2021-02-16	1
thaynara	NA	62	2021-02-16	0.98
ethereum	NA	1	2021-02-16	1
bajbouj	NA	9	2021-02-16	1
jayalal	NA	3	2021-02-16	1
meiler	NA	5	2021-02-16	0.8
gumi	NA	98	2021-02-16	0.74
flanner	NA	1	2021-02-16	1
reeve	NA	72	2021-02-16	0.93
medicis	NA	7	2021-02-16	0.71
laflamme	NA	9	2021-02-16	0.78
anandakrishnan	NA	5	2021-02-16	1
shaffer	NA	7	2021-02-16	0.86
bedoor	NA	22	2021-02-16	0.95
ayres	NA	48	2021-02-16	0.83
ison	NA	24	2021-02-16	0.88
mcpherson	NA	16	2021-02-16	0.88
ciera	NA	70	2021-02-16	1
aguzzi	NA	4	2021-02-16	0.5
lafta	NA	7	2021-02-16	0.86
hadyn	NA	20	2021-02-16	1
zeph	NA	116	2021-02-16	0.83
manjul	NA	26	2021-02-16	0.92
gros	NA	775	2021-02-16	0.86
andy'	NA	1	2021-02-16	1
louka	NA	406	2021-02-16	0.74
micius	NA	10	2021-02-16	0.7
hobbs	NA	14	2021-02-16	0.79
lind	NA	324	2021-02-16	0.71
hilden	NA	2	2021-02-16	1
happi	NA	80	2021-02-16	0.6
estrada	NA	56	2021-02-16	0.63
margeret	NA	25	2021-02-16	1
raymo	NA	23	2021-02-16	0.91
aresta	NA	4	2021-02-16	0.5
d'arcy	NA	21	2021-02-16	0.81
evanson	NA	32	2021-02-16	1
schaffer	NA	26	2021-02-16	0.69
sabra	NA	346	2021-02-16	0.91
niri	NA	72	2021-02-16	0.65
mousseau	NA	7	2021-02-16	0.71
neelie	NA	18	2021-02-16	0.94
scharre	NA	1	2021-02-16	1
moneef	NA	19	2021-02-16	0.95
wager	NA	10	2021-02-16	0.9
picard	NA	340	2021-02-16	0.62
hinton	NA	6	2021-02-16	0.83
sarahjayne	NA	15	2021-02-16	1
sliman	NA	787	2021-02-16	0.96
o'brien	NA	35	2021-02-16	0.91
jeanlouis	NA	563	2021-02-16	0.98
denisova	NA	9	2021-02-16	1
daston	NA	7	2021-02-16	1
sutter	NA	44	2021-02-16	0.61
primrose	NA	176	2021-02-16	0.94
goldston	NA	1	2021-02-16	1
adar	NA	494	2021-02-16	0.89
dookhan	NA	NA	2021-02-16	NA
gilleseric	NA	NA	2021-02-16	NA
fredros	NA	NA	2021-02-16	NA
mckibben	NA	NA	2021-02-16	NA
lihuei	NA	NA	2021-02-16	NA
bonusly	NA	NA	2021-02-16	NA
zealandia	NA	NA	2021-02-16	NA
bevirt	NA	NA	2021-02-16	NA
sackett	NA	NA	2021-02-16	NA
bevatron	NA	NA	2021-02-16	NA
schaner	NA	NA	2021-02-16	NA
koomey	NA	NA	2021-02-16	NA
guralnick	NA	NA	2021-02-16	NA
flessa	NA	NA	2021-02-16	NA
pfirman	NA	NA	2021-02-16	NA
jasanoff	NA	NA	2021-02-16	NA
betzig	NA	NA	2021-02-16	NA
godlee	NA	NA	2021-02-16	NA
aideé	NA	NA	2021-02-16	NA
panagopolous	NA	NA	2021-02-16	NA
lovenduski	NA	NA	2021-02-16	NA
brexit	NA	NA	2021-02-16	NA
rosling	NA	NA	2021-02-16	NA
karolinska	NA	NA	2021-02-16	NA
wourgaft	NA	NA	2021-02-16	NA
[höcker	NA	NA	2021-02-16	NA
gossop	NA	NA	2021-02-16	NA
helled	NA	NA	2021-02-16	NA
megvii	NA	NA	2021-02-16	NA
madhegowda	NA	NA	2021-02-16	NA
tzeporah	NA	NA	2021-02-16	NA
genomatix	NA	NA	2021-02-16	NA
nicolelis	NA	NA	2021-02-16	NA
investigación	NA	NA	2021-02-16	NA
sharonann	NA	NA	2021-02-16	NA
rochechouart	NA	NA	2021-02-16	NA
davyth	NA	NA	2021-02-16	NA
seegene	NA	NA	2021-02-16	NA
meirow	NA	NA	2021-02-16	NA
hilead	NA	NA	2021-02-16	NA
kipnis	NA	NA	2021-02-16	NA
meinshausen	NA	NA	2021-02-16	NA
gigerenzer	NA	NA	2021-02-16	NA
borucki	NA	NA	2021-02-16	NA
kjems	NA	NA	2021-02-16	NA
pålørjan	NA	NA	2021-02-16	NA
winiarski	NA	NA	2021-02-16	NA
equillium	NA	NA	2021-02-16	NA
kornberg	NA	NA	2021-02-16	NA
el-deiry	NA	NA	2021-02-16	NA
mcmaster	NA	NA	2021-02-16	NA
umkhanyakude	NA	NA	2021-02-16	NA
sundlof	NA	NA	2021-02-16	NA
hominins	NA	NA	2021-02-16	NA
retzlaff	NA	NA	2021-02-16	NA
willughby	NA	NA	2021-02-16	NA
leetaru	NA	NA	2021-02-16	NA
kissler-patig	NA	NA	2021-02-16	NA
varshney	NA	NA	2021-02-16	NA
aurornis	NA	NA	2021-02-16	NA
masimirembwa	NA	NA	2021-02-16	NA
pashupathy	NA	NA	2021-02-16	NA
raviga	NA	NA	2021-02-16	NA
kayyut	NA	NA	2021-02-16	NA
cryosat	NA	NA	2021-02-16	NA
minghsiang	NA	NA	2021-02-16	NA
lalueza-fox	NA	NA	2021-02-16	NA
schreiweis	NA	NA	2021-02-16	NA
eoandromeda	NA	NA	2021-02-16	NA
raffit	NA	NA	2021-02-16	NA
chrystèle	NA	NA	2021-02-16	NA
pinzón	NA	NA	2021-02-16	NA
kritsky	NA	NA	2021-02-16	NA
debadeepta	NA	NA	2021-02-16	NA
gelfand	NA	NA	2021-02-16	NA
formlabs	NA	NA	2021-02-16	NA
saadanius	NA	NA	2021-02-16	NA
woese	NA	NA	2021-02-16	NA
