fore_name_simple	n_authors	genderize_sample_size	query_date	probability_male
coban	NA	108	2021-02-15	0.93
frink	NA	20	2021-02-15	0.75
gellis	NA	10	2021-02-15	0.7
ghosh	NA	11	2021-02-15	0.91
hackett	NA	17	2021-02-15	1
hansjoachim	NA	8	2021-02-15	0.88
haunani	NA	2	2021-02-15	1
ibiba	NA	7	2021-02-15	0.57
indiana	NA	722	2021-02-15	0.57
juma	NA	973	2021-02-15	0.92
kandeepan	NA	8	2021-02-15	0.88
kass	NA	607	2021-02-15	0.72
kemp	NA	96	2021-02-15	0.95
kennett	NA	19	2021-02-15	1
kimball	NA	22	2021-02-15	0.82
kruger	NA	80	2021-02-15	0.88
kunj	NA	27	2021-02-15	0.96
lipp	NA	21	2021-02-15	0.62
munson	NA	4	2021-02-15	1
naish	NA	55	2021-02-15	0.84
orthilia	NA	1	2021-02-15	1
peters	NA	577	2021-02-15	0.85
phaedon	NA	8	2021-02-15	1
rasik	NA	54	2021-02-15	0.96
sagittarius	NA	150	2021-02-15	0.75
sarju	NA	31	2021-02-15	0.9
selby	NA	115	2021-02-15	0.87
selosse	NA	12	2021-02-15	0.58
shakespeare	NA	103	2021-02-15	0.95
shugui	NA	1	2021-02-15	1
sjupp	NA	1	2021-02-15	1
sobolev	NA	3	2021-02-15	1
spike	NA	1549	2021-02-15	0.96
steenstrup	NA	1	2021-02-15	1
susilo	NA	125	2021-02-15	0.95
tarry	NA	75	2021-02-15	0.65
thorpe	NA	47	2021-02-15	0.89
viking	NA	482	2021-02-15	0.94
wole	NA	486	2021-02-15	0.99
zerhouni	NA	43	2021-02-15	0.91
boro	NA	733	2021-02-15	0.96
cresset	NA	3	2021-02-15	0.67
leica	NA	55	2021-02-15	0.6
zeiss	NA	12	2021-02-15	0.75
alley	NA	152	2021-02-15	0.55
anote	NA	2	2021-02-15	1
arlie	NA	81	2021-02-15	0.51
auger	NA	103	2021-02-15	0.53
baglioni	NA	18	2021-02-15	0.89
bagus	NA	938	2021-02-15	0.98
bailis	NA	2	2021-02-15	1
baptistina	NA	1	2021-02-15	1
bara	NA	3345	2021-02-15	0.65
blakemore	NA	1	2021-02-15	1
bmj	NA	22	2021-02-15	0.86
bongiovanni	NA	20	2021-02-15	0.9
borra	NA	37	2021-02-15	0.78
borsa	NA	46	2021-02-15	0.7
brunet	NA	392	2021-02-15	0.67
buckley	NA	38	2021-02-15	0.82
burleigh	NA	2	2021-02-15	1
byland	NA	3	2021-02-15	0.67
cabeza	NA	89	2021-02-15	0.9
caldeira	NA	40	2021-02-15	0.7
chisholm	NA	5	2021-02-15	0.8
chronis	NA	57	2021-02-15	1
chuji	NA	8	2021-02-15	1
churchill	NA	256	2021-02-15	0.95
claeys	NA	79	2021-02-15	0.59
daly	NA	1729	2021-02-15	0.64
daneng	NA	1	2021-02-15	1
darville	NA	3	2021-02-15	0.67
delahay	NA	2	2021-02-15	0.5
dengue	NA	12	2021-02-15	0.92
desplan	NA	4	2021-02-15	0.5
dobbins	NA	1	2021-02-15	1
rodrigo	NA	22355	2021-02-15	0.99
donaghy	NA	2	2021-02-15	1
donnelly	NA	15	2021-02-15	0.87
doone	NA	12	2021-02-15	0.58
downe	NA	1	2021-02-15	1
eisen	NA	59	2021-02-15	0.86
engl	NA	1711	2021-02-15	0.96
ethz	NA	2	2021-02-15	1
evo	NA	523	2021-02-15	0.83
feil	NA	27	2021-02-15	0.78
fortunat	NA	76	2021-02-15	0.96
godzilla	NA	101	2021-02-15	0.82
gottinger	NA	4	2021-02-15	0.75
guillou	NA	159	2021-02-15	0.67
hananel	NA	6	2021-02-15	0.83
hartl	NA	21	2021-02-15	0.71
hasanuddin	NA	35	2021-02-15	0.94
hauser	NA	67	2021-02-15	0.73
hetu	NA	7	2021-02-15	0.86
hg	NA	651	2021-02-15	0.68
hiasl	NA	11	2021-02-15	0.91
hinode	NA	2	2021-02-15	1
honjo	NA	8	2021-02-15	0.5
hopkins	NA	51	2021-02-15	0.9
hsiaochun	NA	1	2021-02-15	1
inglis	NA	9	2021-02-15	0.67
isaacson	NA	16	2021-02-15	1
iversen	NA	6	2021-02-15	1
jeandenis	NA	28	2021-02-15	1
jennalee	NA	5	2021-02-15	1
johndylan	NA	1	2021-02-15	1
jonkar	NA	6	2021-02-15	1
kain	NA	500	2021-02-15	0.94
kalima	NA	130	2021-02-15	0.78
kennette	NA	15	2021-02-15	0.67
kishi	NA	46	2021-02-15	0.54
kitaka	NA	10	2021-02-15	0.8
kristensen	NA	14	2021-02-15	0.64
kusmayanto	NA	1	2021-02-15	1
lamb	NA	111	2021-02-15	0.84
linklater	NA	2	2021-02-15	1
lockwood	NA	10	2021-02-15	1
lupp	NA	2	2021-02-15	1
mather	NA	28	2021-02-15	0.64
maury	NA	2720	2021-02-15	0.92
mckinney	NA	3	2021-02-15	1
mignot	NA	75	2021-02-15	0.6
mncedi	NA	14	2021-02-15	1
muralee	NA	5	2021-02-15	0.8
myungkook	NA	3	2021-02-15	1
nyberg	NA	3	2021-02-15	0.67
oak	NA	198	2021-02-15	0.93
patterson	NA	65	2021-02-15	0.95
pear	NA	201	2021-02-15	0.84
pendry	NA	4	2021-02-15	1
pete	NA	10020	2021-02-15	0.98
petraglia	NA	1	2021-02-15	1
plumb	NA	20	2021-02-15	0.5
pons	NA	192	2021-02-15	0.64
porro	NA	53	2021-02-15	0.89
pradipto	NA	7	2021-02-15	1
rafsanjani	NA	10	2021-02-15	0.9
reimann	NA	11	2021-02-15	0.73
renfree	NA	1	2021-02-15	1
reviewer	NA	1	2021-02-15	1
riess	NA	11	2021-02-15	0.82
schaefer	NA	29	2021-02-15	0.52
seibert	NA	9	2021-02-15	0.67
sejin	NA	237	2021-02-15	0.51
sietze	NA	86	2021-02-15	1
silk	NA	279	2021-02-15	0.66
smithies	NA	3	2021-02-15	0.67
stoddart	NA	1	2021-02-15	1
surono	NA	22	2021-02-15	1
tachi	NA	93	2021-02-15	0.51
takahashi	NA	204	2021-02-15	0.69
tanzi	NA	33	2021-02-15	0.67
unwin	NA	1	2021-02-15	1
virgin	NA	362	2021-02-15	0.68
vom	NA	33	2021-02-15	0.7
wark	NA	8	2021-02-15	1
yoshizaki	NA	4	2021-02-15	0.5
zucker	NA	72	2021-02-15	0.63
bernu	NA	5	2021-02-15	0.8
clarke	NA	210	2021-02-15	0.96
coleridge	NA	4	2021-02-15	1
cummings	NA	11	2021-02-15	0.64
darboux	NA	3	2021-02-15	0.67
drs	NA	134	2021-02-15	0.87
folkman	NA	1	2021-02-15	1
hund	NA	86	2021-02-15	0.66
kroll	NA	76	2021-02-15	0.59
mallock	NA	1	2021-02-15	1
metzger	NA	48	2021-02-15	0.73
ohtsuki	NA	3	2021-02-15	1
pythagoras	NA	9	2021-02-15	1
seale	NA	6	2021-02-15	0.67
templeton	NA	31	2021-02-15	0.9
tseng	NA	79	2021-02-15	0.62
weismann	NA	1	2021-02-15	1
aitken	NA	8	2021-02-15	1
anak	NA	161	2021-02-15	0.65
beleza	NA	100	2021-02-15	0.76
bird	NA	1247	2021-02-15	0.85
dey	NA	295	2021-02-15	0.54
gottwald	NA	8	2021-02-15	0.63
haarp	NA	4	2021-02-15	1
hildebrandt	NA	10	2021-02-15	0.5
joondalup	NA	1	2021-02-15	1
kirchner	NA	19	2021-02-15	0.89
laitman	NA	1	2021-02-15	1
leach	NA	16	2021-02-15	0.75
maeder	NA	12	2021-02-15	0.75
mainen	NA	1	2021-02-15	1
migliorini	NA	12	2021-02-15	0.83
monroe	NA	175	2021-02-15	0.54
moonrise	NA	11	2021-02-15	0.73
nocera	NA	42	2021-02-15	0.76
onaty	NA	5	2021-02-15	0.8
piccard	NA	5	2021-02-15	1
rip	NA	271	2021-02-15	0.92
schadt	NA	4	2021-02-15	0.5
silverman	NA	53	2021-02-15	0.96
sundra	NA	28	2021-02-15	0.71
sungano	NA	4	2021-02-15	1
suzuki	NA	638	2021-02-15	0.78
swerdlow	NA	1	2021-02-15	1
tukirin	NA	1	2021-02-15	1
weinberger	NA	4	2021-02-15	1
weisberg	NA	1	2021-02-15	1
whitton	NA	2	2021-02-15	1
yoky	NA	69	2021-02-15	0.51
zephyr	NA	191	2021-02-15	0.74
zhanqing	NA	1	2021-02-15	1
zhexi	NA	3	2021-02-15	0.67
bruker	NA	3	2021-02-15	1
daley	NA	89	2021-02-15	0.93
stephanopoulos	NA	1	2021-02-15	1
strano	NA	108	2021-02-15	0.94
adalbert	NA	328	2021-02-15	0.98
ahlen	NA	14	2021-02-15	0.64
aicar	NA	1	2021-02-15	1
alphey	NA	2	2021-02-15	0.5
arendt	NA	14	2021-02-15	0.71
baehr	NA	5	2021-02-15	0.8
bates	NA	39	2021-02-15	0.74
bendavid	NA	14	2021-02-15	0.79
berger	NA	499	2021-02-15	0.65
bergman	NA	41	2021-02-15	0.63
biologist	NA	9	2021-02-15	0.89
bonatti	NA	6	2021-02-15	0.67
bosch	NA	91	2021-02-15	0.77
brenner	NA	52	2021-02-15	0.67
brockmann	NA	2	2021-02-15	0.5
brocks	NA	4	2021-02-15	0.75
cagan	NA	82	2021-02-15	0.94
cartwright	NA	3	2021-02-15	0.67
catlin	NA	51	2021-02-15	0.65
changwoo	NA	65	2021-02-15	1
chatterjee	NA	2	2021-02-15	1
christakis	NA	80	2021-02-15	0.99
cohn	NA	16	2021-02-15	0.94
conley	NA	27	2021-02-15	0.89
cotte	NA	45	2021-02-15	0.58
csete	NA	35	2021-02-15	0.54
darien	NA	172	2021-02-15	0.81
dendy	NA	239	2021-02-15	0.82
drake	NA	1064	2021-02-15	0.98
dunlop	NA	23	2021-02-15	0.91
edwards	NA	229	2021-02-15	0.94
falkowski	NA	3	2021-02-15	1
fenske	NA	2	2021-02-15	1
festus	NA	1372	2021-02-15	0.98
frith	NA	9	2021-02-15	0.67
gall	NA	182	2021-02-15	0.71
gallo	NA	716	2021-02-15	0.9
gaskin	NA	6	2021-02-15	0.83
gillies	NA	9	2021-02-15	0.89
groop	NA	3	2021-02-15	0.67
guha	NA	4	2021-02-15	1
sapir	NA	41	2021-02-15	0.9
guilmoto	NA	2	2021-02-15	0.5
haffner	NA	16	2021-02-15	0.69
hansholger	NA	2	2021-02-15	1
hiranya	NA	11	2021-02-15	0.55
holt	NA	42	2021-02-15	0.9
horgan	NA	2	2021-02-15	1
kassie	NA	165	2021-02-15	0.89
keim	NA	22	2021-02-15	0.82
kibo	NA	83	2021-02-15	0.89
kington	NA	9	2021-02-15	1
kopernikus	NA	4	2021-02-15	1
lambeck	NA	1	2021-02-15	1
lein	NA	85	2021-02-15	0.54
levine	NA	45	2021-02-15	0.64
llewellyn	NA	193	2021-02-15	0.92
smith	NA	5216	2021-02-15	0.89
mariechristine	NA	102	2021-02-15	0.98
marinov	NA	16	2021-02-15	0.81
matey	NA	95	2021-02-15	0.96
mccain	NA	22	2021-02-15	0.91
mcdowell	NA	16	2021-02-15	0.75
mcgrath	NA	10	2021-02-15	1
michener	NA	1	2021-02-15	1
morein	NA	15	2021-02-15	0.93
zamir	NA	478	2021-02-15	0.97
namanga	NA	1	2021-02-15	1
namyong	NA	15	2021-02-15	1
nicholls	NA	9	2021-02-15	0.67
pedersen	NA	27	2021-02-15	0.89
peiris	NA	5	2021-02-15	1
philp	NA	60	2021-02-15	0.98
pierreolivier	NA	6	2021-02-15	1
pierrot	NA	3597	2021-02-15	0.98
pitts	NA	16	2021-02-15	1
prathapan	NA	5	2021-02-15	0.8
priyadarsanan	NA	1	2021-02-15	1
pullman	NA	18	2021-02-15	0.94
rafeek	NA	88	2021-02-15	0.98
roelf	NA	113	2021-02-15	0.98
rogner	NA	5	2021-02-15	0.8
rothschild	NA	8	2021-02-15	1
rundle	NA	1	2021-02-15	1
saenz	NA	12	2021-02-15	0.75
schier	NA	4	2021-02-15	0.75
schwartz	NA	103	2021-02-15	0.69
shakhova	NA	1	2021-02-15	1
sibry	NA	2	2021-02-15	1
siedow	NA	1	2021-02-15	1
soderberg	NA	2	2021-02-15	1
souly	NA	123	2021-02-15	0.76
staniszewski	NA	1	2021-02-15	1
lyonnet	NA	11	2021-02-15	0.64
stoppa	NA	15	2021-02-15	1
student	NA	179	2021-02-15	0.87
svoboda	NA	72	2021-02-15	0.82
tadataka	NA	4	2021-02-15	1
tautz	NA	4	2021-02-15	0.75
towers	NA	17	2021-02-15	0.76
toyako	NA	3	2021-02-15	1
turton	NA	8	2021-02-15	0.75
villa	NA	994	2021-02-15	0.78
weitz	NA	9	2021-02-15	0.56
wessely	NA	4	2021-02-15	0.75
wheeler	NA	31	2021-02-15	0.87
wilkins	NA	129	2021-02-15	0.98
winawer	NA	1	2021-02-15	1
wolfdietrich	NA	7	2021-02-15	1
yuao	NA	2	2021-02-15	0.5
zamore	NA	2	2021-02-15	0.5
zenobia	NA	275	2021-02-15	0.96
zenz	NA	19	2021-02-15	0.79
zerina	NA	227	2021-02-15	0.98
abramov	NA	12	2021-02-15	0.83
binney	NA	3	2021-02-15	1
dabiri	NA	7	2021-02-15	0.86
eddington	NA	9	2021-02-15	1
irawati	NA	35	2021-02-15	1
jawaharlal	NA	5	2021-02-15	1
mancuso	NA	87	2021-02-15	0.8
masson	NA	319	2021-02-15	0.56
matsuoka	NA	36	2021-02-15	0.83
mccarthy	NA	55	2021-02-15	0.96
nodon	NA	2	2021-02-15	1
perel	NA	17	2021-02-15	0.65
roushan	NA	29	2021-02-15	0.93
zundel	NA	4	2021-02-15	1
arkhat	NA	6	2021-02-15	1
asner	NA	5	2021-02-15	1
barnety	NA	1	2021-02-15	1
benke	NA	130	2021-02-15	0.75
brainbow	NA	3	2021-02-15	0.67
cass	NA	686	2021-02-15	0.69
casten	NA	10	2021-02-15	0.9
changhuei	NA	1	2021-02-15	1
cressant	NA	2	2021-02-15	1
gaius	NA	146	2021-02-15	0.97
ghoniem	NA	2	2021-02-15	1
gibbs	NA	171	2021-02-15	0.95
glennda	NA	8	2021-02-15	0.88
greene	NA	35	2021-02-15	0.71
harshkumar	NA	1	2021-02-15	1
hegarty	NA	2	2021-02-15	0.5
jacobson	NA	46	2021-02-15	0.85
joeben	NA	21	2021-02-15	0.95
jungwirth	NA	3	2021-02-15	0.67
kathey	NA	29	2021-02-15	0.97
lapchee	NA	1	2021-02-15	1
lazaridis	NA	8	2021-02-15	1
leysia	NA	4	2021-02-15	1
mahajan	NA	7	2021-02-15	0.86
makira	NA	10	2021-02-15	0.8
mascaro	NA	10	2021-02-15	0.5
perona	NA	19	2021-02-15	0.58
petronis	NA	1	2021-02-15	1
promode	NA	2	2021-02-15	1
ribeiro	NA	1204	2021-02-15	0.74
roth	NA	242	2021-02-15	0.65
rubinstein	NA	6	2021-02-15	0.67
rukang	NA	1	2021-02-15	1
rurik	NA	28	2021-02-15	1
sawin	NA	9	2021-02-15	0.67
soyam	NA	5	2021-02-15	0.6
tevi	NA	77	2021-02-15	0.9
thinley	NA	43	2021-02-15	0.72
vjollca	NA	360	2021-02-15	0.97
wada	NA	204	2021-02-15	0.55
forsberg	NA	13	2021-02-15	0.85
hirsch	NA	67	2021-02-15	0.75
rinn	NA	32	2021-02-15	0.53
rohaizah	NA	14	2021-02-15	1
sabatini	NA	46	2021-02-15	0.52
varian	NA	39	2021-02-15	0.92
vibhas	NA	4	2021-02-15	1
andy	NA	66103	2021-02-15	0.92
asadi	NA	21	2021-02-15	0.86
avishai	NA	26	2021-02-15	0.92
barroso	NA	118	2021-02-15	0.76
bartke	NA	3	2021-02-15	0.67
beike	NA	4	2021-02-15	0.75
bentham	NA	5	2021-02-15	1
bergstrom	NA	1	2021-02-15	1
bionet	NA	1	2021-02-15	1
blatt	NA	11	2021-02-15	1
boasso	NA	1	2021-02-15	1
bogan	NA	21	2021-02-15	0.86
bolden	NA	7	2021-02-15	0.86
bolognesi	NA	11	2021-02-15	0.73
bolortsetseg	NA	3	2021-02-15	1
botai	NA	1	2021-02-15	1
bramwell	NA	14	2021-02-15	1
bray	NA	122	2021-02-15	0.83
buyelwa	NA	2	2021-02-15	1
byeongchun	NA	1	2021-02-15	1
calder	NA	14	2021-02-15	0.86
carr	NA	160	2021-02-15	0.61
cebeci	NA	22	2021-02-15	0.82
ceder	NA	19	2021-02-15	0.89
cerrejon	NA	1	2021-02-15	1
chakravarti	NA	2	2021-02-15	1
chepstow	NA	1	2021-02-15	1
lusty	NA	58	2021-02-15	0.74
conway	NA	59	2021-02-15	0.93
crotts	NA	1	2021-02-15	1
debenedetti	NA	1	2021-02-15	1
dehaene	NA	4	2021-02-15	0.75
dicarlo	NA	35	2021-02-15	0.97
dominette	NA	7	2021-02-15	0.86
donig	NA	1	2021-02-15	1
dunham	NA	7	2021-02-15	0.86
dusic	NA	2	2021-02-15	1
edelman	NA	6	2021-02-15	1
euros	NA	23	2021-02-15	0.91
fioroni	NA	2	2021-02-15	0.5
forden	NA	2	2021-02-15	1
fos	NA	51	2021-02-15	0.82
gagnon	NA	38	2021-02-15	0.82
granot	NA	1	2021-02-15	1
grigg	NA	1	2021-02-15	1
gurian	NA	2	2021-02-15	0.5
sherman	NA	464	2021-02-15	0.98
gyapong	NA	3	2021-02-15	1
hahn	NA	113	2021-02-15	0.71
harless	NA	1	2021-02-15	1
hegner	NA	4	2021-02-15	0.75
heinke	NA	46	2021-02-15	0.85
hoy	NA	136	2021-02-15	0.76
jeffress	NA	1	2021-02-15	1
johannesson	NA	3	2021-02-15	0.67
judge	NA	218	2021-02-15	0.93
jungers	NA	3	2021-02-15	1
jurron	NA	2	2021-02-15	1
ketino	NA	33	2021-02-15	1
kilimanjaro	NA	22	2021-02-15	0.68
kindler	NA	5	2021-02-15	0.6
krishnaswami	NA	3	2021-02-15	1
kwiat	NA	40	2021-02-15	0.83
langer	NA	95	2021-02-15	0.86
lehman	NA	29	2021-02-15	0.9
leisha	NA	60	2021-02-15	0.98
levison	NA	17	2021-02-15	1
liberman	NA	13	2021-02-15	0.92
lowry	NA	29	2021-02-15	0.66
mail	NA	278	2021-02-15	0.72
marieanne	NA	109	2021-02-15	0.96
mariepaule	NA	81	2021-02-15	0.96
marland	NA	13	2021-02-15	0.92
marozzi	NA	4	2021-02-15	1
marrazzo	NA	23	2021-02-15	0.65
marye	NA	194	2021-02-15	0.97
mase	NA	335	2021-02-15	0.76
matsumoto	NA	123	2021-02-15	0.67
maurer	NA	76	2021-02-15	0.64
mayor	NA	781	2021-02-15	0.95
mcclure	NA	4	2021-02-15	1
mccombie	NA	1	2021-02-15	1
mcintyre	NA	5	2021-02-15	0.8
mercader	NA	8	2021-02-15	1
mitsos	NA	663	2021-02-15	0.98
mount	NA	53	2021-02-15	0.77
mugele	NA	1	2021-02-15	1
nakanishi	NA	33	2021-02-15	0.76
nanoco	NA	1	2021-02-15	1
neanderthal	NA	7	2021-02-15	1
nietzsche	NA	69	2021-02-15	0.87
nimmo	NA	13	2021-02-15	0.62
nophea	NA	1	2021-02-15	1
noy	NA	485	2021-02-15	0.6
brien	NA	137	2021-02-15	0.83
connor	NA	2581	2021-02-15	0.99
octavi	NA	97	2021-02-15	0.98
okazaki	NA	24	2021-02-15	0.83
oosawa	NA	5	2021-02-15	1
papp	NA	826	2021-02-15	0.59
pappalardo	NA	36	2021-02-15	0.67
pershing	NA	14	2021-02-15	0.79
peruzza	NA	2	2021-02-15	1
pietrini	NA	6	2021-02-15	0.83
purvis	NA	10	2021-02-15	1
renzong	NA	2	2021-02-15	1
requena	NA	26	2021-02-15	0.88
rosta	NA	904	2021-02-15	0.96
ruskin	NA	20	2021-02-15	0.95
saint	NA	1957	2021-02-15	0.92
sanofi	NA	6	2021-02-15	0.83
sathasivam	NA	9	2021-02-15	1
scarpa	NA	41	2021-02-15	0.78
schoonjans	NA	9	2021-02-15	0.78
schuster	NA	105	2021-02-15	0.69
schuur	NA	1	2021-02-15	1
shindell	NA	1	2021-02-15	1
sievert	NA	16	2021-02-15	0.81
spash	NA	6	2021-02-15	0.5
sputnik	NA	113	2021-02-15	0.82
sterns	NA	3	2021-02-15	1
tair	NA	142	2021-02-15	0.86
aki	NA	3475	2021-02-15	0.69
taka	NA	1133	2021-02-15	0.85
tarsh	NA	4	2021-02-15	0.75
tashiro	NA	16	2021-02-15	0.81
thoraya	NA	20	2021-02-15	1
treier	NA	2	2021-02-15	1
vipula	NA	14	2021-02-15	0.79
wangari	NA	30	2021-02-15	0.93
weber	NA	535	2021-02-15	0.68
weinberg	NA	10	2021-02-15	0.8
whitey	NA	80	2021-02-15	0.85
widjaja	NA	10	2021-02-15	1
wilcock	NA	2	2021-02-15	1
winfred	NA	213	2021-02-15	0.56
yokokawa	NA	3	2021-02-15	1
yukiya	NA	37	2021-02-15	0.97
zhoufeng	NA	8	2021-02-15	0.88
abegg	NA	2	2021-02-15	0.5
barnard	NA	54	2021-02-15	0.96
schiller	NA	51	2021-02-15	0.8
sollas	NA	1	2021-02-15	1
theobald	NA	54	2021-02-15	0.94
tizard	NA	2	2021-02-15	1
alpagut	NA	13	2021-02-15	1
alycia	NA	610	2021-02-15	0.97
ames	NA	89	2021-02-15	0.62
annesophie	NA	236	2021-02-15	0.99
archil	NA	122	2021-02-15	0.97
barendrecht	NA	1	2021-02-15	1
besser	NA	15	2021-02-15	0.67
bhrigu	NA	14	2021-02-15	1
carlson	NA	139	2021-02-15	0.99
chiron	NA	102	2021-02-15	0.74
daeyeol	NA	8	2021-02-15	1
dietram	NA	1	2021-02-15	1
dryden	NA	14	2021-02-15	1
eun	NA	2884	2021-02-15	0.82
seong	NA	1362	2021-02-15	0.85
güven	NA	43	2021-02-15	1
ham	NA	1539	2021-02-15	0.88
heindel	NA	2	2021-02-15	1
itiel	NA	12	2021-02-15	0.83
izzettin	NA	486	2021-02-15	0.98
jamais	NA	98	2021-02-15	0.56
jittawadee	NA	2	2021-02-15	1
johnston	NA	67	2021-02-15	0.94
knorr	NA	13	2021-02-15	0.77
lazell	NA	6	2021-02-15	0.83
londoner	NA	106	2021-02-15	0.88
moore	NA	449	2021-02-15	0.8
murawski	NA	3	2021-02-15	0.67
myers	NA	63	2021-02-15	0.89
pandor	NA	20	2021-02-15	0.7
rane	NA	228	2021-02-15	0.78
shaddad	NA	9	2021-02-15	1
smalley	NA	3	2021-02-15	0.67
til	NA	284	2021-02-15	0.86
tirin	NA	2	2021-02-15	1
voigt	NA	20	2021-02-15	0.6
cohen	NA	350	2021-02-15	0.77
iwata	NA	28	2021-02-15	0.79
leake	NA	7	2021-02-15	1
borisov	NA	20	2021-02-15	0.9
clausius	NA	5	2021-02-15	1
dunn	NA	72	2021-02-15	0.86
freeth	NA	2	2021-02-15	1
hori	NA	118	2021-02-15	0.72
kopp	NA	94	2021-02-15	0.84
letessier	NA	14	2021-02-15	0.5
plotnik	NA	2	2021-02-15	1
purcell	NA	16	2021-02-15	0.88
salvinia	NA	4	2021-02-15	1
sharman	NA	31	2021-02-15	0.58
snyder	NA	29	2021-02-15	0.86
zimmet	NA	3	2021-02-15	0.67
antropov	NA	2	2021-02-15	1
arch	NA	362	2021-02-15	0.88
asperger	NA	3	2021-02-15	1
baron	NA	1826	2021-02-15	0.9
bearman	NA	15	2021-02-15	1
bennet	NA	367	2021-02-15	0.96
boni	NA	1143	2021-02-15	0.75
bonnan	NA	3	2021-02-15	1
buchanan	NA	10	2021-02-15	1
chimerix	NA	1	2021-02-15	1
doolittle	NA	8	2021-02-15	0.75
duke	NA	2125	2021-02-15	0.98
florabel	NA	47	2021-02-15	1
fukuda	NA	53	2021-02-15	0.74
giuliani	NA	57	2021-02-15	0.77
hermogene	NA	8	2021-02-15	0.75
jeanbaptiste	NA	180	2021-02-15	0.97
jeanmichel	NA	417	2021-02-15	0.98
kepler	NA	44	2021-02-15	0.98
kobayashi	NA	174	2021-02-15	0.8
kumares	NA	5	2021-02-15	0.8
laudeline	NA	2	2021-02-15	1
lyonell	NA	8	2021-02-15	1
manza	NA	106	2021-02-15	0.77
marzocchi	NA	5	2021-02-15	0.6
neylon	NA	3	2021-02-15	1
keefe	NA	38	2021-02-15	0.97
orbach	NA	2	2021-02-15	1
poo	NA	1268	2021-02-15	0.61
rowell	NA	409	2021-02-15	0.98
simba	NA	1131	2021-02-15	0.82
spero	NA	109	2021-02-15	0.99
tutankhamun	NA	5	2021-02-15	1
venkatramanan	NA	10	2021-02-15	0.9
vlatko	NA	359	2021-02-15	0.99
zeeya	NA	7	2021-02-15	0.57
cremer	NA	22	2021-02-15	0.73
hearn	NA	3	2021-02-15	0.67
aaronson	NA	2	2021-02-15	1
abdoulie	NA	387	2021-02-15	0.99
abhisit	NA	8	2021-02-15	1
acheson	NA	1	2021-02-15	1
acton	NA	13	2021-02-15	0.92
albro	NA	7	2021-02-15	1
aloisio	NA	135	2021-02-15	0.96
aloizio	NA	10	2021-02-15	1
annewil	NA	11	2021-02-15	1
aprile	NA	96	2021-02-15	0.55
ari	NA	18673	2021-02-15	10413
ben	NA	18673	2021-02-15	77991
arkani	NA	18673	2021-02-15	5
hamed	NA	18673	2021-02-15	9345
giwa	NA	18673	2021-02-15	166
osagie	NA	18673	2021-02-15	260
grisha	NA	18673	2021-02-15	386
rodrigo	NA	18673	2021-02-15	22355
pete	NA	18673	2021-02-15	10020
dunlop	NA	18673	2021-02-15	23
edwards	NA	18673	2021-02-15	229
falkowski	NA	18673	2021-02-15	3
fenske	NA	18673	2021-02-15	2
festus	NA	18673	2021-02-15	1372
frith	NA	18673	2021-02-15	9
gall	NA	18673	2021-02-15	182
gallo	NA	18673	2021-02-15	716
gaskin	NA	18673	2021-02-15	6
gillies	NA	18673	2021-02-15	9
groop	NA	18673	2021-02-15	3
guha	NA	18673	2021-02-15	4
sapir	NA	18673	2021-02-15	41
guilmoto	NA	18673	2021-02-15	2
haffner	NA	18673	2021-02-15	16
hansholger	NA	18673	2021-02-15	2
hiranya	NA	18673	2021-02-15	11
holt	NA	18673	2021-02-15	42
horgan	NA	18673	2021-02-15	2
kassie	NA	18673	2021-02-15	165
keim	NA	18673	2021-02-15	22
kibo	NA	18673	2021-02-15	83
kington	NA	18673	2021-02-15	9
kopernikus	NA	18673	2021-02-15	4
lambeck	NA	18673	2021-02-15	1
lein	NA	18673	2021-02-15	85
levine	NA	18673	2021-02-15	45
llewellyn	NA	18673	2021-02-15	193
smith	NA	18673	2021-02-15	5216
mariechristine	NA	18673	2021-02-15	102
marinov	NA	18673	2021-02-15	16
matey	NA	18673	2021-02-15	95
mccain	NA	18673	2021-02-15	22
mcdowell	NA	18673	2021-02-15	16
mcgrath	NA	18673	2021-02-15	10
michener	NA	18673	2021-02-15	1
morein	NA	18673	2021-02-15	15
zamir	NA	18673	2021-02-15	478
namanga	NA	18673	2021-02-15	1
namyong	NA	18673	2021-02-15	15
nicholls	NA	18673	2021-02-15	9
pedersen	NA	18673	2021-02-15	27
peiris	NA	18673	2021-02-15	5
philp	NA	18673	2021-02-15	60
pierreolivier	NA	18673	2021-02-15	6
pierrot	NA	18673	2021-02-15	3597
pitts	NA	18673	2021-02-15	16
prathapan	NA	18673	2021-02-15	5
priyadarsanan	NA	18673	2021-02-15	1
pullman	NA	18673	2021-02-15	18
rafeek	NA	18673	2021-02-15	88
roelf	NA	18673	2021-02-15	113
rogner	NA	18673	2021-02-15	5
rothschild	NA	18673	2021-02-15	8
rundle	NA	18673	2021-02-15	1
saenz	NA	18673	2021-02-15	12
schier	NA	18673	2021-02-15	4
schwartz	NA	18673	2021-02-15	103
shakhova	NA	18673	2021-02-15	1
sibry	NA	18673	2021-02-15	2
siedow	NA	18673	2021-02-15	1
soderberg	NA	18673	2021-02-15	2
souly	NA	18673	2021-02-15	123
staniszewski	NA	18673	2021-02-15	1
lyonnet	NA	18673	2021-02-15	11
stoppa	NA	18673	2021-02-15	15
student	NA	18673	2021-02-15	179
