query	query_date	place_id	osm_type	display_name	class	type	importance	address.country	address.country_code	un_region	un_subregion
university of fribourg	2021-02-03	79253283	node	Department of Geosciences at the University of Fribourg, Chemin du MusÃ©e, PÃ©rolles, Fribourg - Freiburg, District de la Sarine, Fribourg/Freiburg, 1705, Schweiz/Suisse/Svizzera/Svizra	office	educational_institution	0.301	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
switzerland	2021-02-03	257695656	relation	Schweiz/Suisse/Svizzera/Svizra	boundary	administrative	0.826485171575252	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
university of neuchâtel	2021-02-03	239101899	way	HEP-BEJUNE, Rue du 1er-AoÃ»t, La Chaux-de-Fonds, NeuchÃ¢tel, 2300, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.101	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
caffe	2021-02-03	6217481	node	La Caffe, Le Fays, Martigny-Combe, Martigny, Valais/Wallis, 1929, Schweiz/Suisse/Svizzera/Svizra	place	hamlet	0.35	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
del genio	2021-02-03	52436434	node	Del Genio, 44, Route de Vissigen, Sion, Valais/Wallis, 1950, Schweiz/Suisse/Svizzera/Svizra	shop	butcher	0.201	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
university of freiberg	2021-02-03	863524	node	UniversitÃ© de Fribourg PÃ©rolles, Chemin du MusÃ©e, PÃ©rolles, Fribourg - Freiburg, District de la Sarine, Fribourg/Freiburg, 1705, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.001	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
world intellectual property organization	2021-02-03	75817483	node	World Intellectual Property Organization, Chemin des Colombettes, Moillebeau, Petit-Saconnex et Servette, GenÃ¨ve, 1209, Schweiz/Suisse/Svizzera/Svizra	office	yes	0.401	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
lausanne university hospital	2021-02-03	95776304	way	UniversitÃ© de Lausanne, A1a, Quartier Chamberonne, Chavannes-prÃ¨s-Renens, District de l'Ouest lausannois, Vaud, 1022, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.616266928066907	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
blue brain project	2021-02-03	37531863	node	Blue Brain Project, Route Cantonale, Ecublens, District de l'Ouest lausannois, Vaud, 1025, Schweiz/Suisse/Svizzera/Svizra	office	research	0.702603435932822	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
world economic forum	2021-02-03	49134466	node	World Economic Forum, 91, Route de la Capite, Ruth, Cologny, GenÃ¨ve, 1253, Schweiz/Suisse/Svizzera/Svizra	office	foundation	0.301	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
swiss tropical and public health institute	2021-02-03	225947974	way	Schweizerisches Tropen- und Public Health-Institut, 57, Socinstrasse, Am Ring, Grossbasel, Basel, Basel-Stadt, 4051, Schweiz/Suisse/Svizzera/Svizra	amenity	hospital	0.201	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
world trade organization	2021-02-03	211703140	way	Organisation Mondiale du Commerce, Rue de Lausanne, SÃ©cheron, PÃ¢quis, GenÃ¨ve, 1202, Schweiz/Suisse/Svizzera/Svizra	office	government	0.613282888246145	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
médecins sans frontières	2021-02-03	145205796	way	MÃ©decins Sans FrontiÃ¨res, 78, Rue de Lausanne, SÃ©cheron, PÃ¢quis, GenÃ¨ve, 1202, Schweiz/Suisse/Svizzera/Svizra	office	ngo	0.849022542887286	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
aspi	2021-02-03	22396364	node	Aspi, LÃ¼tzelflÃ¼h, Verwaltungskreis Emmental, Verwaltungsregion Emmental-Oberaargau, Bern/Berne, 3434, Schweiz/Suisse/Svizzera/Svizra	place	hamlet	0.35	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
international telecommunications union	2021-02-03	109351662	way	Union Internationale des TÃ©lÃ©communications (UIT), Place des Nations, SÃ©cheron, PÃ¢quis, GenÃ¨ve, 1202, Schweiz/Suisse/Svizzera/Svizra	building	yes	0.433228686818865	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
university of lausanne	2021-02-03	95776304	way	UniversitÃ© de Lausanne, A1a, Quartier Chamberonne, Chavannes-prÃ¨s-Renens, District de l'Ouest lausannois, Vaud, 1022, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.616266928066907	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
paul scherrer institute	2021-02-03	300115214	way	Paul Scherrer Institut, 111, Forschungsstrasse, WÃ¼renlingen, Bezirk Baden, Aargau, 5232, Schweiz/Suisse/Svizzera/Svizra	amenity	research_institute	0.567865768074584	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
arcadia fund	2021-02-03	112622320	way	Fund, Canavee, Miglieglia, Circolo di Breno, Distretto di Lugano, Ticino, 6986, Schweiz/Suisse/Svizzera/Svizra	highway	footway	0.175	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
ecole polytechnique fédérale de lausanne	2021-02-03	95072766	way	Ã‰cole Polytechnique FÃ©dÃ©rale de Lausanne, Route de la Sorge, Quartier Sorge, Ecublens, District de l'Ouest lausannois, Vaud, 1015, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.883095905643059	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
who regional office	2021-02-03	91298032	way	Organisation Mondiale de la SantÃ©, 20, Avenue Appia, PÃ¢quis, ChambÃ©sy, Pregny-ChambÃ©sy, GenÃ¨ve, 1202, Schweiz/Suisse/Svizzera/Svizra	building	commercial	0.576611286810515	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
wipo	2021-02-03	134711656	way	Organisation Mondiale de la PropriÃ©tÃ© Intellectuelle, 34, Chemin des Colombettes, Moillebeau, Petit-Saconnex et Servette, GenÃ¨ve, 1209, Schweiz/Suisse/Svizzera/Svizra	building	yes	0.361912708763218	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
snsf	2021-02-03	23413803	node	Schweizerischer Nationalfonds (SNF), Wildhainweg, Stadtbach, Stadtteil II, Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, 3012, Schweiz/Suisse/Svizzera/Svizra	office	government	0.001	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
university of zurich	2021-02-03	114961958	way	ZÃ¼rcher Hochschule fÃ¼r Angewandte Wissenschaften, Obergasse, Altstadt, Stadt, Winterthur, Bezirk Winterthur, ZÃ¼rich, 8402, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.354152289914814	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
who	2021-02-03	91298032	way	Organisation Mondiale de la SantÃ©, 20, Avenue Appia, PÃ¢quis, ChambÃ©sy, Pregny-ChambÃ©sy, GenÃ¨ve, 1202, Schweiz/Suisse/Svizzera/Svizra	building	commercial	0.576611286810515	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
university of bern	2021-02-03	258566275	relation	UniversitÃ¤t Bern, Falkenplatz, LÃ¤nggasse, Stadtteil II, Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, 3012, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.626372678886767	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
swiss federal institute	2021-02-03	120741454	way	Eawag: Das Wasserforschungs-Institut des ETH-Bereichs, Seestrasse, Winkel, Kastanienbaum, Horw, Luzern, 6047, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.001	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
university hospital zürich	2021-02-03	114961958	way	ZÃ¼rcher Hochschule fÃ¼r Angewandte Wissenschaften, Obergasse, Altstadt, Stadt, Winterthur, Bezirk Winterthur, ZÃ¼rich, 8402, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.454152289914814	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
wmo	2021-02-03	89750216	way	Organisation MÃ©tÃ©orologique Mondiale, 7 bis, Avenue de la Paix, SÃ©cheron, PÃ¢quis, GenÃ¨ve, 1211, Schweiz/Suisse/Svizzera/Svizra	office	government	0.474195817992651	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
ofac	2021-02-03	43854237	node	OFAC, 7, Rue Pedro-Meylan, Champel, GenÃ¨ve, 1208, Schweiz/Suisse/Svizzera/Svizra	place	house	0.101	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
university of geneva	2021-02-03	79436448	node	Bioscope, Rue Michel Servet, Champel, GenÃ¨ve, 1206, Schweiz/Suisse/Svizzera/Svizra	tourism	museum	0.001	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
epfl	2021-02-03	95072766	way	Ã‰cole Polytechnique FÃ©dÃ©rale de Lausanne, Route de la Sorge, Quartier Sorge, Ecublens, District de l'Ouest lausannois, Vaud, 1015, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.483095905643059	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
the world health organization	2021-02-03	91298032	way	Organisation Mondiale de la SantÃ©, 20, Avenue Appia, PÃ¢quis, ChambÃ©sy, Pregny-ChambÃ©sy, GenÃ¨ve, 1202, Schweiz/Suisse/Svizzera/Svizra	building	commercial	0.576611286810515	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
university of basel	2021-02-03	51795099	node	Faculty of Psychology, University of Basel, 60-62, Missionsstrasse, Am Ring, Grossbasel, Basel, Basel-Stadt, 4055, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.301	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
university of berne	2021-02-03	258566275	relation	UniversitÃ¤t Bern, Falkenplatz, LÃ¤nggasse, Stadtteil II, Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, 3012, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.626372678886767	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
eth zurich	2021-02-03	45376322	node	ETH Merchandise Store, 3, Sonneggstrasse, Oberstrass, Kreis 6, ZÃ¼rich, Bezirk ZÃ¼rich, ZÃ¼rich, 8092, Schweiz/Suisse/Svizzera/Svizra	shop	clothes	0.101	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
world health organization	2021-02-03	91298032	way	Organisation Mondiale de la SantÃ©, 20, Avenue Appia, PÃ¢quis, ChambÃ©sy, Pregny-ChambÃ©sy, GenÃ¨ve, 1202, Schweiz/Suisse/Svizzera/Svizra	building	commercial	0.576611286810515	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
international olympic committee	2021-02-03	213449037	way	ComitÃ© International Olympique, Route de Vidy, Lausanne, District de Lausanne, Vaud, 1020, Schweiz/Suisse/Svizzera/Svizra	office	ngo	0.101	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
wyss center	2021-02-03	115936808	way	Wyss, BÃ¼rglen (UR), Uri, 6463, Schweiz/Suisse/Svizzera/Svizra	highway	unclassified	0.2	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
gsk	2021-02-03	226292997	way	GSK, Prangins, District de Nyon, Vaud, 1197, Schweiz/Suisse/Svizzera/Svizra	landuse	industrial	0.3	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
ch	2021-02-03	257695656	relation	Schweiz/Suisse/Svizzera/Svizra	boundary	administrative	0.926485171575252	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
lonza	2021-02-03	197344166	way	Lonza, Goppenstein, Ferden, Westlich Raron, Valais/Wallis, 3916, Schweiz/Suisse/Svizzera/Svizra	waterway	river	0.375	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
institute of evolutionary biology	2021-02-03	45075228	node	Zoological Institute, Evolutionary Biology, 1, Vesalgasse, VorstÃ¤dte, Grossbasel, Basel, Basel-Stadt, 4051, Schweiz/Suisse/Svizzera/Svizra	building	university	0.301	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
federal commission of electricity	2021-02-03	67545483	node	Schweizerische ElektrizitÃ¤tskommission, Christoffelgasse, Rotes Quartier, Stadtteil I, Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, 3011, Schweiz/Suisse/Svizzera/Svizra	office	government	0.101	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
astra	2021-02-03	44480865	node	ASTRA, 2, MÃ¼hlestrasse, Im Park, Worblaufen, Ittigen, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, 3063, Schweiz/Suisse/Svizzera/Svizra	office	government	0.413179143195807	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
university hospital of zurich	2021-02-03	114961958	way	ZÃ¼rcher Hochschule fÃ¼r Angewandte Wissenschaften, Obergasse, Altstadt, Stadt, Winterthur, Bezirk Winterthur, ZÃ¼rich, 8402, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.354152289914814	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
swiss national science foundation	2021-02-03	23413803	node	Schweizerischer Nationalfonds (SNF), Wildhainweg, Stadtbach, Stadtteil II, Bern, Verwaltungskreis Bern-Mittelland, Verwaltungsregion Bern-Mittelland, Bern/Berne, 3012, Schweiz/Suisse/Svizzera/Svizra	office	government	0.101	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
international telecommunication union	2021-02-03	109351662	way	Union Internationale des TÃ©lÃ©communications (UIT), Place des Nations, SÃ©cheron, PÃ¢quis, GenÃ¨ve, 1202, Schweiz/Suisse/Svizzera/Svizra	building	yes	0.433228686818865	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
university hospital zurich	2021-02-03	114961958	way	ZÃ¼rcher Hochschule fÃ¼r Angewandte Wissenschaften, Obergasse, Altstadt, Stadt, Winterthur, Bezirk Winterthur, ZÃ¼rich, 8402, Schweiz/Suisse/Svizzera/Svizra	amenity	university	0.354152289914814	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
msf	2021-02-03	145205796	way	MÃ©decins Sans FrontiÃ¨res, 78, Rue de Lausanne, SÃ©cheron, PÃ¢quis, GenÃ¨ve, 1202, Schweiz/Suisse/Svizzera/Svizra	office	ngo	0.549022542887286	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
ibm zurich	2021-02-03	61527465	node	IBM, 106, Vulkanstrasse, Werdwies, Altstetten, Kreis 9, ZÃ¼rich, Bezirk ZÃ¼rich, ZÃ¼rich, 8048, Schweiz/Suisse/Svizzera/Svizra	office	company	0.101	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
incyte	2021-02-03	258303830	relation	Incyte, Morges, District de Morges, Vaud, 1110, Schweiz/Suisse/Svizzera/Svizra	landuse	industrial	0.3	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
world health organisation	2021-02-03	91298032	way	Organisation Mondiale de la SantÃ©, 20, Avenue Appia, PÃ¢quis, ChambÃ©sy, Pregny-ChambÃ©sy, GenÃ¨ve, 1202, Schweiz/Suisse/Svizzera/Svizra	building	commercial	0.676611286810515	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
comac	2021-02-03	10475233	node	Comac, Rue des Terreaux, NeuchÃ¢tel, 2001, Schweiz/Suisse/Svizzera/Svizra	shop	computer	0.101	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
riken	2021-02-03	5691099	node	Riken, Murgenthal, Bezirk Zofingen, Aargau, 4853, Schweiz/Suisse/Svizzera/Svizra	place	village	0.375	Schweiz/Suisse/Svizzera/Svizra	ch	Europe	Western Europe
amon	2021-02-03	38034163	node	Amon, MÃ©, Lagunes, CÃ´te dâ€™Ivoire	place	village	0.375	CÃ´te dâ€™Ivoire	ci	Africa	Western Africa
côte d'ivoire	2021-02-03	257869389	relation	CÃ´te dâ€™Ivoire	boundary	administrative	1.00385204918839	CÃ´te dâ€™Ivoire	ci	Africa	Western Africa
cote d'ivoire	2021-02-03	257869389	relation	CÃ´te dâ€™Ivoire	boundary	administrative	0.903852049188393	CÃ´te dâ€™Ivoire	ci	Africa	Western Africa
cook islands	2021-02-03	258611909	relation	KÅ«ki 'Ä€irani	boundary	administrative	0.612597091402647	KÅ«ki 'Ä€irani	ck	Oceania	Polynesia
toms	2021-02-03	259209070	relation	Tom's, Palmerston, KÅ«ki 'Ä€irani	place	islet	0.25	KÅ«ki 'Ä€irani	ck	Oceania	Polynesia
university of chile	2021-02-03	67050535	node	UTEM, Universidad TecnolÃ³gica Metropolitana. Escuela de Arquitectura, 232, Dieciocho, Santiago, Provincia de Santiago, RegiÃ³n Metropolitana de Santiago, 8330180, Chile	amenity	university	0.101	Chile	cl	Americas	South America
ipcc	2021-02-03	47368685	node	IPCC, San Ignacio, Santiago, Provincia de Santiago, RegiÃ³n Metropolitana de Santiago, 8330180, Chile	amenity	university	0.101	Chile	cl	Americas	South America
university of talca	2021-02-03	113890190	way	Universidad de Talca, Avenida Lircay, Don Enrique, Lircay, Talca, Provincia de Talca, RegiÃ³n del Maule, 346000, Chile	amenity	university	0.438041195081873	Chile	cl	Americas	South America
university of la serena	2021-02-03	109529973	way	Campus Enrique Molina Garmendia (ULS), Ruta 5 Norte, La Serena, Provincia de Elqui, RegiÃ³n de Coquimbo, 17000000, Chile	amenity	university	0.201	Chile	cl	Americas	South America
pro-test italia	2021-02-03	190529016	way	Renault Pro +, 1195, Avenida IrarrÃ¡zaval, Barrio Italia, Ã‘uÃ±oa, Provincia de Santiago, RegiÃ³n Metropolitana de Santiago, 7770417, Chile	shop	car	0.201	Chile	cl	Americas	South America
cerro tololo inter-american observatory	2021-02-03	122415298	way	Cerro Tololo Inter American Observatory, VicuÃ±a, Provincia de Elqui, RegiÃ³n de Coquimbo, Chile	landuse	observatory	0.7	Chile	cl	Americas	South America
alma	2021-02-03	36357918	node	Atacama Large Millimeter/submillimeter Array, San Pedro de Atacama, Provincia de El Loa, RegiÃ³n de Antofagasta, Chile	place	hamlet	0.448129702072077	Chile	cl	Americas	South America
atacama cosmology telescope	2021-02-03	109534275	way	Atacama Cosmology Telescope (ACT), San Pedro de Atacama - Paso Jama, San Pedro de Atacama, Provincia de El Loa, RegiÃ³n de Antofagasta, Chile	man_made	telescope	0.626239076957718	Chile	cl	Americas	South America
chile	2021-02-03	257831844	relation	Chile	boundary	administrative	0.87834210834697	Chile	cl	Americas	South America
cerro tololo	2021-02-03	23589264	node	Cerro Tololo, VicuÃ±a, Provincia de Elqui, RegiÃ³n de Coquimbo, Chile	place	locality	0.325	Chile	cl	Americas	South America
giant magellan telescope	2021-02-03	5515191	node	Giant Magellan Telescope, Las Campanas, La Higuera, Provincia de Elqui, RegiÃ³n de Coquimbo, Chile	man_made	telescope	0.301	Chile	cl	Americas	South America
large synoptic survey telescope	2021-02-03	171609756	way	Large Synoptic Survey Telescope, El PeÃ±Ã³n Peak, VicuÃ±a, Provincia de Elqui, RegiÃ³n de Coquimbo, Chile	landuse	construction	0.786844598253808	Chile	cl	Americas	South America
technological university of pereira	2021-02-03	123708466	way	INACAP, 2519, Nelson Pereira, Rancagua, Provincia de Cachapoal, RegiÃ³n del Libertador General Bernardo O'Higgins, 2850546, Chile	amenity	university	0.101	Chile	cl	Americas	South America
la silla observatory	2021-02-03	122581340	way	La Silla Observatory, La Silla internal road, La Higuera, Provincia de Elqui, RegiÃ³n de Coquimbo, Chile	amenity	research_institute	0.301	Chile	cl	Americas	South America
cerro paranal	2021-02-03	13674948	node	Cerro Paranal, Taltal, Provincia de Antofagasta, RegiÃ³n de Antofagasta, Chile	natural	peak	0.557411994477751	Chile	cl	Americas	South America
punta arenas	2021-02-03	258446317	relation	Punta Arenas, Provincia de Magallanes, RegiÃ³n de Magallanes y de la AntÃ¡rtica Chilena, Chile	boundary	administrative	0.702705295739513	Chile	cl	Americas	South America
juan de fuca	2021-02-03	94632616	way	Juan de Fuca, Lo Prado, Provincia de Santiago, RegiÃ³n Metropolitana de Santiago, 8980000, Chile	highway	living_street	0.4	Chile	cl	Americas	South America
cerro armazones	2021-02-03	6398940	node	Cerro Armazones, Antofagasta, Provincia de Antofagasta, RegiÃ³n de Antofagasta, Chile	natural	peak	0.489701883147039	Chile	cl	Americas	South America
las campanas observatory	2021-02-03	102955757	way	Las Campanas Observatory, Vallenar, Provincia de Huasco, RegiÃ³n de Atacama, Chile	landuse	observatory	0.5	Chile	cl	Americas	South America
conicyt	2021-02-03	18074608	node	CONICYT, Bernarda MorÃ­n, Providencia, Provincia de Santiago, RegiÃ³n Metropolitana de Santiago, 7501091, Chile	amenity	bicycle_parking	0.101	Chile	cl	Americas	South America
paranal observatory	2021-02-03	97009449	way	Paranal Observatory, Acceso Observatorio Paranal, Antofagasta, Provincia de Antofagasta, RegiÃ³n de Antofagasta, Chile	tourism	attraction	0.684915797907489	Chile	cl	Americas	South America
james ax observatory	2021-02-03	185920082	way	Huan Tran Telescope (James Ax observatory), San Pedro de Atacama - Paso Jama, San Pedro de Atacama, Provincia de El Loa, RegiÃ³n de Antofagasta, Chile	man_made	telescope	0.301	Chile	cl	Americas	South America
el sauce observatory	2021-02-03	54499584	node	Observatorio El Sauce, RÃ­o Hurtado, Provincia de LimarÃ­, RegiÃ³n de Coquimbo, Chile	place	locality	0.325	Chile	cl	Americas	South America
university of yaoundé	2021-02-03	135385489	way	UniversitÃ© de YaoundÃ© I, Rue 3.729, Ngoa-Ã‰kÃ©lÃ©, CommunautÃ© urbaine de YaoundÃ©, Mfoundi, Centre, 860 YDÃ<8f>Â¿Â½, Cameroun	amenity	university	0.383208261767925	Cameroun	cm	Africa	Middle Africa
international institute of tropical agriculture	2021-02-03	259457036	relation	Institut International d'Agriculture Tropicale, Rue 6.501, Nkolbisson, YaoundÃ© VII, CommunautÃ© urbaine de YaoundÃ©, Mfoundi, Centre, PB. 185 YAOUNDÃ‰, Cameroun	amenity	college	0.301	Cameroun	cm	Africa	Middle Africa
southwest	2021-02-03	258706250	relation	Southwest, Cameroun	boundary	administrative	0.575363976054984	Cameroun	cm	Africa	Middle Africa
eta	2021-02-03	24334914	node	Eta, Ngoyla, Haut-Nyong, Est, Cameroun	place	village	0.375	Cameroun	cm	Africa	Middle Africa
cameroon	2021-02-03	258195704	relation	Cameroun	boundary	administrative	0.719266805257029	Cameroun	cm	Africa	Middle Africa
air force	2021-02-03	66242004	node	AIR FORCE, Baladji, NgaoundÃ©rÃ©, CommunautÃ© urbaine de NgaoundÃ©rÃ©, Vina, Adamaoua, BP 353/NGAOUNDÃ‰RÃ‰, Cameroun	place	PETIT MARCHE	0.4	Cameroun	cm	Africa	Middle Africa
mpo	2021-02-03	141599632	way	Mpo, Atok, Haut-Nyong, Est, Cameroun	waterway	river	0.375	Cameroun	cm	Africa	Middle Africa
ocean	2021-02-03	258448571	relation	OcÃ©an, Sud, Cameroun	boundary	administrative	0.379599826756761	Cameroun	cm	Africa	Middle Africa
hunan	2021-02-03	258328378	relation	æ¹–å<8d>—çœ<81>, ä¸­å›½	boundary	administrative	0.69379355759446	ä¸­å›½	cn	Asia	Eastern Asia
institute of vertebrate paleontology	2021-02-03	154175740	way	Institute of Vertebrate Paleontology and Paleoanthropology (IVPP). Chinese Academy of Sciences, è¥¿ç›´é—¨å¤–å¤§è¡—, è¥¿åŸŽåŒº, åŒ—äº¬å¸‚, 100032, ä¸­å›½	amenity	public_building	0.401	ä¸­å›½	cn	Asia	Eastern Asia
dama	2021-02-03	55283412	node	å¤§é©¬é•‡, é„¢é™µåŽ¿, è®¸æ˜Œå¸‚, æ²³å<8d>—çœ<81>, ä¸­å›½	place	town	0.3	ä¸­å›½	cn	Asia	Eastern Asia
beijing institute of technology	2021-02-03	97776882	way	åŒ—äº¬ç<90>†å·¥å¤§å­¦, 5, ä¸­å…³æ<9d>‘å<8d>—å¤§è¡—, ä¸‡æŸ³åœ°åŒº, æµ·æ·€åŒº, åŒ—äº¬å¸‚, 100872, ä¸­å›½	amenity	university	0.429216387348702	ä¸­å›½	cn	Asia	Eastern Asia
foreign correspondents club	2021-02-03	182742528	way	é¦™æ¸¯å¤–åœ‹è¨˜è€…æœƒ The Foreign Correspondents' Club, Hong Kong, 2, ä¸‹äºžåŽ˜ç•¢é<81>“ Lower Albert Road, SoHo, ä¸­ç’° Central, ä¸­è¥¿å<8d>€ Central and Western District, é¦™æ¸¯å³¶ Hong Kong Island, é¦™æ¸¯ Hong Kong, 000000, ä¸­å›½	building	yes	0.301	ä¸­å›½	cn	Asia	Eastern Asia
siae	2021-02-03	119339783	way	æœºåœº, è¥¿ç¦¹é«˜é€Ÿ, ä¸´æ½¼åŒº (Chang'an), è¥¿å®‰å¸‚, é™•è¥¿çœ<81>, ä¸­å›½	aeroway	aerodrome	0.402243537687533	ä¸­å›½	cn	Asia	Eastern Asia
science and economic development	2021-02-03	149149294	way	å›½ç››ç§‘æŠ€å›­, åŒ—äº¬ç»<8f>æµŽæŠ€æœ¯å¼€å<8f>‘åŒº, è<8d>£å<8d>Žè¡—é<81>“, å¤§å…´åŒº, åŒ—äº¬å¸‚, ä¸­å›½	landuse	industrial	0.2	ä¸­å›½	cn	Asia	Eastern Asia
department of public security	2021-02-03	149888559	way	æ·±åœ³å¸‚å…¬å®‰å±€å‡ºå…¥å¢ƒç®¡ç<90>†å¤„, 4016, è§£æ”¾è·¯, è”¡å±‹å›´, æ¡‚å›­è¡—é<81>“, ç½—æ¹–åŒº, æ·±åœ³å¸‚, å¹¿ä¸œçœ<81>, 518000, ä¸­å›½	office	government	0.001	ä¸­å›½	cn	Asia	Eastern Asia
university of nanjing	2021-02-03	110545344	way	å<8d>—äº¬å¤§å­¦, å<8d>«å··, é¼“æ¥¼åŒº, çŽ„æ­¦åŒº, å<8d>—äº¬å¸‚, 210093, ä¸­å›½	amenity	university	0.498289975489913	ä¸­å›½	cn	Asia	Eastern Asia
school of microelectronics	2021-02-03	159138504	way	å¾®ç”µå­<90>å­¦é™¢, å<8d>—æ´‹å<8d>—è·¯, ç´«ç«¹ç§‘æŠ€å›­åŒº, é—µè¡ŒåŒº, 200240, ä¸­å›½	building	university	0.001	ä¸­å›½	cn	Asia	Eastern Asia
xinhua	2021-02-03	258772903	relation	æ–°åŒ–åŽ¿, å¨„åº•å¸‚, æ¹–å<8d>—çœ<81>, 417625, ä¸­å›½	boundary	administrative	0.490764246652934	ä¸­å›½	cn	Asia	Eastern Asia
university of hong kong	2021-02-03	258613825	relation	é¦™æ¸¯å¤§å­¸ The University of Hong Kong, åˆ—å ¤é “é<81>“ Lyttelton Road, è¥¿å<8d>Šå±± Mid-Levels West, è¥¿ç‡Ÿç›¤ Sai Ying Pun, ä¸­è¥¿å<8d>€ Central and Western District, é¦™æ¸¯å³¶ Hong Kong Island, é¦™æ¸¯ Hong Kong, 000000, ä¸­å›½	amenity	university	0.929678345929394	ä¸­å›½	cn	Asia	Eastern Asia
